,filePath,0,1,2,label
0,processed_data/file1_fragments/fragment1.csv,-0.5184910672794636,-0.005921252862710761,-0.2453309411910277,0
21,processed_data/file1_fragments/fragment22.csv,-0.6651525996606269,0.04782591380270094,-0.0361170316470574,0
25,processed_data/file1_fragments/fragment26.csv,-0.5369585309913063,0.11085411520570118,0.032265856898799836,0
28,processed_data/file1_fragments/fragment29.csv,-0.6793358172771208,0.1097817885622823,0.037842488074546085,0
38,processed_data/file1_fragments/fragment39.csv,-0.5600501839087428,0.17621082590261253,0.09298583863979787,0
43,processed_data/file1_fragments/fragment44.csv,-0.4581874070178663,0.056852182244030276,0.029606275748052142,0
44,processed_data/file1_fragments/fragment45.csv,-0.6964910494405953,0.13242713263658012,0.015203904582919524,0
47,processed_data/file1_fragments/fragment48.csv,-0.5050317693493147,0.12005304172837485,0.16135890327402094,0
48,processed_data/file1_fragments/fragment49.csv,-0.4446393509195038,-0.053910729544626564,-0.07684558647882563,0
60,processed_data/file1_fragments/fragment61.csv,-0.37111194868694414,-0.1916868228871292,-0.055990423880261264,0
62,processed_data/file1_fragments/fragment63.csv,-0.5056136230985822,0.06876837215448194,0.013736640781553922,0
66,processed_data/file1_fragments/fragment67.csv,-0.4508980964611319,0.25121057827544835,-0.015777685174652032,0
84,processed_data/file1_fragments/fragment85.csv,-0.5814307313737785,0.054967605010846084,-0.02111162334691049,0
92,processed_data/file1_fragments/fragment93.csv,-0.5869949413769516,0.1338684635597914,-0.039160286801053816,0
94,processed_data/file1_fragments/fragment95.csv,-0.4367184904193862,-0.0016554894568865154,0.03269950373296756,0
104,processed_data/file1_fragments/fragment105.csv,-0.5618029901674316,-0.054686401540082884,-0.05877525203778405,0
116,processed_data/file1_fragments/fragment117.csv,-0.7123429188776778,0.1065540252818592,-0.12912337835529716,0
117,processed_data/file1_fragments/fragment118.csv,-0.6072796323172422,0.06275255335140482,-0.005207046446688274,0
134,processed_data/file1_fragments/fragment135.csv,-0.6709984861815171,0.1683667050200528,0.04239539010193096,0
145,processed_data/file1_fragments/fragment146.csv,-0.4602558413709649,-0.04816437032047453,-0.16793709242814625,0
160,processed_data/file1_fragments/fragment161.csv,-0.6334101310655764,0.11163860878927882,-0.07238335512039461,0
165,processed_data/file1_fragments/fragment166.csv,-0.6924205837401736,0.3460635934386698,0.2869355001804783,0
167,processed_data/file1_fragments/fragment168.csv,-0.6890776831147015,0.2291631865875025,0.00476887594645353,0
179,processed_data/file1_fragments/fragment180.csv,-0.4488808072632701,0.12681575370621967,0.02898114088305429,0
183,processed_data/file1_fragments/fragment184.csv,-0.4068958940288712,0.019684603161529025,0.04225058012730008,0
194,processed_data/file1_fragments/fragment195.csv,-0.6831680453391398,0.15813612635865704,-0.06343310726994485,0
200,processed_data/file1_fragments/fragment201.csv,-0.5909860704393357,-0.0159616465547496,-0.03329344624508376,0
202,processed_data/file1_fragments/fragment203.csv,-0.3914488697410411,-0.1439174567233758,0.013130109654999354,0
203,processed_data/file1_fragments/fragment204.csv,-0.6561269506393159,0.10190633939554276,0.024976689519672145,0
206,processed_data/file1_fragments/fragment207.csv,-0.474236219491265,-0.01782007896764844,0.057527121709656716,0
207,processed_data/file1_fragments/fragment208.csv,-0.4997206593657321,-0.04611791109500015,-0.005428608502458406,0
217,processed_data/file1_fragments/fragment218.csv,-0.36278704246194987,-0.2949985853468893,-0.01532071208078539,0
219,processed_data/file1_fragments/fragment220.csv,-0.5564667757769091,0.030572063475191792,-0.026402988563451444,0
222,processed_data/file1_fragments/fragment223.csv,-0.4839589835477632,-0.10950414958776528,0.09408012789061727,0
228,processed_data/file1_fragments/fragment229.csv,-0.4972180544755061,0.27276318414767753,-0.08672412449348504,0
237,processed_data/file1_fragments/fragment238.csv,-0.5197707125319798,0.17859721267338566,0.021814421901813142,0
243,processed_data/file1_fragments/fragment244.csv,-0.7097625934174173,0.17051872361309978,0.007389799156935233,0
244,processed_data/file1_fragments/fragment245.csv,-0.6429127839256573,0.32463255705169497,0.21566120977168604,0
245,processed_data/file1_fragments/fragment246.csv,-0.5640214953867614,-0.08470471066838056,0.0366758811717009,0
247,processed_data/file1_fragments/fragment248.csv,-0.6867947999339149,0.1848315564340664,0.00024303597291345478,0
256,processed_data/file1_fragments/fragment257.csv,-0.6523935239365622,0.21671247569126326,0.07401827589846731,0
265,processed_data/file1_fragments/fragment266.csv,-0.5511006601925154,0.08763671917019261,0.03765677122474459,0
270,processed_data/file1_fragments/fragment271.csv,-0.5383597464178645,-0.03121921654782502,-0.029952753491133913,0
285,processed_data/file1_fragments/fragment286.csv,-0.5457958512482818,-0.08694316247334541,0.02552911854457151,0
299,processed_data/file1_fragments/fragment300.csv,-0.5283704168215221,-0.03677798800957525,0.13966419875963032,0
302,processed_data/file1_fragments/fragment303.csv,-0.5711897645360502,0.1671822493798958,0.10135534969129556,0
314,processed_data/file1_fragments/fragment315.csv,-0.4731167362824292,0.20534001893139567,-0.011869803663471828,0
340,processed_data/file1_fragments/fragment341.csv,-0.4009375788486573,0.08298405403582515,0.04853385296316399,0
351,processed_data/file1_fragments/fragment352.csv,-0.5012485503466809,-0.053278210495863586,0.010446457741485114,0
357,processed_data/file1_fragments/fragment358.csv,-0.6044686400435275,0.30224420765344345,0.388743906022324,0
363,processed_data/file1_fragments/fragment364.csv,-0.43806259946132825,-0.014495679783142585,0.05044348808274365,0
366,processed_data/file1_fragments/fragment367.csv,-0.5111539535677724,0.04755425459366033,0.02311161244228337,0
368,processed_data/file1_fragments/fragment369.csv,-0.6022543148811322,0.10498325462203367,-0.015721198270848013,0
392,processed_data/file1_fragments/fragment393.csv,-0.4714045988027882,0.15341458735136834,0.2489392025454373,0
399,processed_data/file1_fragments/fragment400.csv,-0.4577693078866078,-0.019413824194238857,0.0049768909147246574,0
400,processed_data/file1_fragments/fragment401.csv,-0.36762352955245536,-0.21804789061948565,-0.016689056921044783,0
401,processed_data/file1_fragments/fragment402.csv,-0.4678282536617879,-0.14694604871290862,0.21290686854867336,0
403,processed_data/file1_fragments/fragment404.csv,-0.6586860839424484,0.158850073776054,0.06777648067567958,0
406,processed_data/file1_fragments/fragment407.csv,-0.5246331012507607,-0.09589879268311624,0.048710248208657936,0
407,processed_data/file1_fragments/fragment408.csv,-0.569360086592644,-0.032483589230998824,0.024036215928578818,0
422,processed_data/file1_fragments/fragment423.csv,-0.6912390666789825,0.20538943197781093,0.10446654147214317,0
423,processed_data/file1_fragments/fragment424.csv,-0.4347156825231805,-0.20164522785743666,0.01991019705772386,0
451,processed_data/file1_fragments/fragment452.csv,-0.6055388825961435,0.17403944907046098,0.28911004959381936,0
458,processed_data/file1_fragments/fragment459.csv,-0.7432258873643967,0.15432743988786493,-0.08889112496490686,0
465,processed_data/file1_fragments/fragment466.csv,-0.6399620795956901,0.19293713265716536,0.15304972898253294,0
477,processed_data/file1_fragments/fragment478.csv,-0.5715149510943207,0.005517237108427245,0.005864253177111103,0
481,processed_data/file1_fragments/fragment482.csv,-0.43385471799828257,-0.24069277771777425,-0.3808969027437888,0
490,processed_data/file1_fragments/fragment491.csv,-0.5002611647293113,0.12584812467368198,0.07513207011786463,0
491,processed_data/file1_fragments/fragment492.csv,-0.6289523133884362,0.18130114425992644,0.005033022050255736,0
492,processed_data/file1_fragments/fragment493.csv,-0.6109035375083881,0.13824088656325764,-0.004641166350316793,0
496,processed_data/file1_fragments/fragment497.csv,-0.6459875816526076,0.21742440305396074,0.15527107694360448,0
499,processed_data/file1_fragments/fragment500.csv,-0.5081812522745504,-0.06304696375618356,0.025652187722094072,0
509,processed_data/file1_fragments/fragment510.csv,-0.4465216102913976,-0.22694916950444685,0.014536640092147553,0
