,filePath,0,1,2,label
1,processed_data/file1_fragments/fragment2.csv,-0.020918568891783968,-0.16843801153655508,0.045784873858094884,3
11,processed_data/file1_fragments/fragment12.csv,0.2858599849156314,-0.3782745221840142,0.04399737954725925,3
15,processed_data/file1_fragments/fragment16.csv,0.33810112180130697,-0.04706957087638237,0.02207804241810061,3
17,processed_data/file1_fragments/fragment18.csv,0.11196973886163833,-0.11744256428147462,0.03012720904609161,3
19,processed_data/file1_fragments/fragment20.csv,0.0910943076970048,-0.06566582601829601,-1.161264997704396e-05,3
20,processed_data/file1_fragments/fragment21.csv,-0.07056862789650246,-0.2454399152760113,0.16683352254637462,3
22,processed_data/file1_fragments/fragment23.csv,0.009603746685914752,-0.35208802615268475,0.0929323975267393,3
24,processed_data/file1_fragments/fragment25.csv,0.1456761048342336,-0.40392920419699785,-0.08768713885272418,3
27,processed_data/file1_fragments/fragment28.csv,0.232915718202287,-0.165080118290815,0.03732919474222502,3
29,processed_data/file1_fragments/fragment30.csv,0.2596743869873962,-0.09917538527105947,0.023715490383436018,3
30,processed_data/file1_fragments/fragment31.csv,0.4023775669349874,-0.20405926784090314,0.009026224902367269,3
37,processed_data/file1_fragments/fragment38.csv,0.4198147075768399,-0.17136145254944948,0.01242177949139681,3
39,processed_data/file1_fragments/fragment40.csv,0.3893750175648729,-0.09203297128313796,0.14363883505240052,3
46,processed_data/file1_fragments/fragment47.csv,0.2585429132571934,-0.15161337331230665,0.04082666818002833,3
51,processed_data/file1_fragments/fragment52.csv,0.1017100090863476,-0.04514382574447223,-0.07933808217255985,3
54,processed_data/file1_fragments/fragment55.csv,0.2998937719079238,-0.2835642511078608,0.0779884233668199,3
56,processed_data/file1_fragments/fragment57.csv,-0.09328443505063493,-0.2127536275156485,0.08524891603801732,3
57,processed_data/file1_fragments/fragment58.csv,0.4350750967878438,-0.18877736048864285,-0.07884832510978478,3
58,processed_data/file1_fragments/fragment59.csv,0.11378167357559375,0.027388276452020962,-0.09221741292545624,3
63,processed_data/file1_fragments/fragment64.csv,0.03156986348358392,-0.27707180698944844,0.15237915659688553,3
65,processed_data/file1_fragments/fragment66.csv,0.12879520747811898,-0.18654750064261094,0.10948391099925253,3
67,processed_data/file1_fragments/fragment68.csv,0.1426113973570339,-0.08632583828681482,0.030980403043826692,3
68,processed_data/file1_fragments/fragment69.csv,0.3471322536095588,-0.18377946795481973,-0.09944439475575156,3
72,processed_data/file1_fragments/fragment73.csv,0.10023084088910804,-0.03929158694653468,0.10999979730068997,3
73,processed_data/file1_fragments/fragment74.csv,0.14227371952163267,-0.3292841875741103,0.03686508741027359,3
74,processed_data/file1_fragments/fragment75.csv,0.20752277099265345,-0.093525363942825,0.6674583878261384,3
76,processed_data/file1_fragments/fragment77.csv,0.06737377064571788,-0.4902629780256485,-0.40997073467211576,3
78,processed_data/file1_fragments/fragment79.csv,0.3455376989321012,-0.1917297534466636,-0.15976121394778253,3
