,时间,GPS车速
0,8316,9.2
1,8317,9.3
2,8318,9.1
3,8319,10.6
4,8320,12.2
5,8321,14.3
6,8322,17.3
7,8323,21.0
8,8324,23.6
9,8325,25.7
10,8326,27.3
11,8327,28.9
12,8328,30.5
13,8329,31.5
14,8330,32.1
15,8331,32.6
16,8332,33.1
17,8333,34.0
18,8334,35.1
19,8335,35.9
20,8336,36.8
21,8337,37.4
22,8338,38.1
23,8339,38.9
24,8340,39.3
25,8341,39.8
26,8342,40.2
27,8343,40.7
28,8344,40.8
29,8345,41.2
30,8346,41.8
31,8347,42.4
32,8348,43.0
33,8349,42.8
34,8350,38.8
35,8351,32.8
36,8352,26.0
37,8353,20.3
38,8354,16.1
39,8355,12.3
