,时间,GPS车速
0,341280,8.1
1,341281,4.5
2,341282,0.1
3,341283,0.0
4,341284,0.0
5,341285,0.0
6,341286,0.0
7,341287,0.0
8,341288,0.0
9,341289,0.0
10,341290,0.0
11,341291,0.0
12,341292,0.0
13,341293,0.0
14,341294,0.0
15,341295,0.0
16,341296,0.0
17,341297,0.0
18,341298,0.0
19,341299,0.0
20,341300,0.0
21,341301,0.0
22,341302,0.0
23,341303,0.0
24,341304,0.0
25,341305,0.0
26,341306,0.0
27,341307,0.0
28,341308,0.0
29,341309,0.0
30,341310,0.0
31,341311,0.0
32,341312,0.0
33,341313,0.0
34,341314,0.0
35,341315,0.0
36,341316,0.0
37,341317,0.0
38,341318,0.0
39,341319,0.0
40,341320,0.0
41,341321,0.0
42,341322,0.0
43,341323,0.0
44,341324,0.0
45,341325,0.0
46,341326,0.0
47,341327,0.0
48,341328,0.0
49,341329,0.0
50,341330,0.0
51,341331,0.0
52,341332,0.0
53,341333,0.0
54,341334,0.0
55,341335,0.0
56,341336,0.0
57,341337,0.0
58,341338,0.0
59,341339,0.0
60,341340,0.0
61,341341,0.0
62,341342,0.0
63,341343,0.0
64,341344,0.0
65,341345,0.0
66,341346,0.0
67,341347,0.0
68,341348,0.0
69,341349,0.0
70,341350,0.0
71,341351,0.0
72,341352,0.0
73,341353,0.0
74,341354,0.0
75,341355,0.0
76,341356,0.0
77,341357,0.0
78,341358,0.0
79,341359,0.0
80,341360,0.0
81,341361,0.0
82,341362,0.0
83,341363,0.0
84,341364,0.0
85,341365,0.0
86,341366,0.0
87,341367,0.0
88,341368,0.0
89,341612,30.8
90,341613,31.1
91,341614,31.5
92,341615,32.1
93,341616,31.5
94,341617,31.0
95,341618,26.0
96,341619,16.1
