时间,GPS车速
251494,6.3
251495,0.0
251496,0.0
251497,0.0
251498,0.0
251499,0.0
251500,0.0
251501,0.0
251502,0.0
251503,0.0
251504,0.0
251505,0.0
251506,0.0
251507,0.0
251508,0.0
251509,0.0
251510,0.0
251511,0.0
251512,0.0
251513,0.0
251514,0.0
251515,0.0
251516,0.0
251517,0.0
251518,0.0
251519,10.2
251520,14.9
251521,18.4
251522,21.2
251523,24.1
251524,26.5
251525,29.4
251526,31.2
251527,32.9
251528,34.3
251529,35.2
251530,35.1
251531,35.0
251532,32.8
251533,30.4
251534,25.7
251535,24.0
251536,20.3
251537,18.7
251538,18.2
251539,17.6
251540,18.2
251541,20.1
251542,22.4
251543,22.8
251544,22.4
251545,20.8
251546,20.3
251547,19.2
251548,16.6
251549,13.9
251550,13.0
251551,14.9
251552,18.7
251553,22.4
251554,25.0
251555,29.6
251556,28.1
251557,24.1
251558,18.4
251559,13.4
251560,11.9
251561,10.5
251562,11.1
