,时间,GPS车速
0,343317,9.5
1,343318,11.8
2,343319,12.6
3,343320,13.3
4,343321,15.2
5,343322,14.5
6,343323,14.4
7,343324,14.5
8,343325,16.7
9,343326,18.5
10,343327,20.1
11,343328,23.7
12,343329,26.6
13,343330,28.9
14,343331,28.8
15,343332,27.6
16,343333,26.2
17,343334,21.9
18,343335,19.2
19,343336,16.3
20,343337,16.3
21,343338,15.9
22,343339,18.3
23,343340,21.6
24,343341,23.3
25,343342,24.9
26,343343,27.7
27,343344,28.1
28,343345,26.8
29,343346,23.1
30,343347,26.0
31,343348,26.4
32,343349,28.1
33,343350,30.0
34,343351,28.1
35,343352,31.5
36,343353,33.5
37,343354,35.0
38,343355,35.7
39,343356,36.5
40,343357,37.4
41,343358,37.7
42,343359,38.7
43,343360,39.8
44,343361,41.1
45,343362,41.6
46,343363,41.6
47,343364,42.7
48,343365,41.9
49,343366,42.0
50,343367,42.0
51,343368,40.6
52,343369,40.5
53,343370,39.6
54,343371,40.3
55,343372,38.2
56,343373,35.2
57,343374,35.1
58,343375,31.1
59,343376,29.2
60,343377,26.3
61,343378,27.5
62,343379,30.0
63,343380,31.9
64,343381,32.5
65,343382,30.8
66,343383,33.1
