,时间,GPS车速
0,413831,9.6
1,413832,4.4
2,413833,0.1
3,413834,0.0
4,413835,0.0
5,413836,0.0
6,413837,0.0
7,413838,0.0
8,413839,0.0
9,413840,0.0
10,413841,0.0
11,413842,0.0
12,413843,0.0
13,413844,0.0
14,413845,0.0
15,413846,0.0
16,413847,0.0
17,413848,0.0
18,413849,0.0
19,413850,0.0
20,413851,0.0
21,413852,0.0
22,413853,0.0
23,413854,0.0
24,413855,0.0
25,413856,0.0
26,413857,0.0
27,413858,0.0
28,413859,0.0
29,413860,0.0
30,413861,0.0
31,413862,0.0
32,413863,0.0
33,413864,0.0
34,413865,0.0
35,413866,0.0
36,413867,0.0
37,413868,0.0
38,413869,0.0
39,413917,35.9
40,413918,34.3
41,413919,31.1
42,413920,28.8
43,413921,29.1
44,413922,31.7
45,413923,29.9
46,413924,32.4
47,413925,34.0
48,413926,34.5
49,413927,36.0
50,413928,37.8
51,413929,37.1
52,413930,37.1
53,413931,37.1
54,413932,36.3
55,413933,35.6
56,413934,33.7
57,413935,32.4
58,413936,31.6
59,413937,33.3
60,413938,36.0
61,413939,37.6
62,413940,39.4
63,413941,41.5
64,413942,42.6
65,413943,44.5
66,413944,45.1
67,413945,46.0
68,413946,46.5
69,413947,46.1
70,413948,46.2
71,413949,44.5
72,413950,41.1
73,413951,36.5
74,413952,33.6
75,413953,32.2
76,413954,30.5
77,413955,29.0
78,413956,29.0
79,413957,28.9
80,413958,28.0
81,413959,29.1
82,413960,32.3
83,413961,33.9
84,413962,33.4
85,413963,31.5
86,413964,29.2
87,413965,29.2
88,413966,29.8
89,413967,27.8
90,413968,24.1
91,413969,22.2
92,413970,19.5
93,413971,20.8
94,413972,20.7
95,413973,21.9
96,413974,23.6
97,413975,21.8
98,413976,18.4
99,413977,16.3
100,413978,20.3
101,413979,20.3
102,413980,21.7
103,413981,22.3
104,413982,23.5
105,413983,24.2
106,413984,24.2
107,413985,26.3
108,413986,20.7
109,413987,26.8
110,413988,29.5
111,413989,29.8
112,413990,30.4
113,413991,29.3
114,413992,28.5
115,413993,27.5
116,413994,26.4
117,413995,24.9
118,413996,24.5
119,413997,24.2
120,413998,23.5
121,413999,22.9
122,414000,22.0
123,414001,21.1
124,414002,20.4
125,414003,20.1
126,414004,19.2
127,414005,18.0
128,414006,19.7
129,414007,21.2
130,414008,19.8
131,414009,19.2
132,414010,19.1
133,414011,21.1
134,414012,19.9
135,414013,18.9
136,414014,18.8
137,414015,18.4
138,414016,17.9
139,414017,17.3
140,414018,17.9
141,414019,18.7
142,414020,16.5
143,414021,16.1
144,414022,15.3
145,414023,15.0
146,414024,14.4
147,414025,14.3
148,414026,18.6
149,414027,21.7
150,414028,23.1
151,414029,24.6
152,414030,23.5
153,414031,24.7
154,414032,24.3
155,414033,29.4
156,414034,31.5
157,414035,32.7
158,414036,31.9
159,414037,31.9
160,414038,34.8
161,414039,37.0
162,414040,36.0
163,414041,42.3
164,414042,43.2
165,414043,45.0
166,414044,44.4
167,414045,45.1
168,414046,45.2
169,414047,44.7
170,414048,42.3
171,414049,43.7
172,414050,44.5
173,414051,42.3
174,414052,44.7
175,414053,46.6
176,414054,46.5
177,414055,48.1
178,414056,50.4
179,414057,51.7
180,414058,52.0
181,414059,51.1
182,414060,51.9
183,414061,51.8
184,414062,51.4
185,414063,52.7
186,414064,50.5
187,414065,51.7
188,414066,47.8
189,414067,48.2
190,414068,43.8
191,414069,37.8
192,414070,33.5
193,414071,26.4
194,414072,29.4
195,414073,31.2
196,414074,25.3
197,414075,21.5
198,414076,17.2
199,414077,18.1
200,414078,14.6
201,414079,11.9
