,时间,GPS车速
0,182325,9.4
1,182326,6.4
2,182327,4.2
3,182328,2.9
4,182329,1.7
5,182330,0.0
6,182331,0.0
7,182332,0.0
8,182333,0.0
9,182334,0.0
10,182335,0.0
11,182336,0.0
12,182337,0.0
13,182338,0.0
14,182339,0.0
15,182340,0.0
16,182341,0.0
17,182342,0.0
18,182343,0.0
19,182344,0.0
20,182345,8.1
21,182346,13.4
22,182347,17.2
23,182348,19.9
24,182349,22.7
25,182350,25.3
26,182351,27.4
27,182352,29.1
28,182353,31.0
29,182354,32.7
30,182355,34.3
31,182356,35.7
32,182357,37.1
33,182358,38.3
34,182359,39.4
35,182360,40.5
36,182361,41.5
37,182362,42.4
38,182363,43.3
39,182364,44.2
40,182365,45.1
41,182366,45.8
42,182367,46.6
43,182368,47.4
44,182369,48.2
45,182370,48.9
46,182371,49.6
47,182372,50.3
48,182373,50.9
49,182374,51.5
50,182375,52.0
51,182376,52.6
52,182377,52.7
53,182378,53.0
54,182379,53.3
55,182380,53.5
56,182381,53.7
57,182382,53.9
58,182383,54.2
59,182384,54.4
60,182385,54.6
61,182386,57.1
62,182387,57.5
63,182388,57.8
64,182389,58.1
65,182390,58.3
66,182391,58.7
67,182392,59.2
68,182393,59.6
69,182394,60.0
70,182395,60.4
71,182396,60.8
72,182397,61.2
73,182398,61.6
74,182399,61.9
75,182400,62.3
76,182401,62.6
77,182402,63.0
78,182403,63.3
79,182404,63.5
80,182405,63.9
81,182406,64.2
82,182407,64.4
83,182408,64.8
84,182409,64.9
85,182410,65.3
86,182411,65.4
87,182412,65.4
88,182413,65.5
89,182414,65.7
90,182415,65.8
91,182416,65.9
92,182417,66.0
93,182418,66.1
94,182419,66.2
95,182420,66.3
96,182421,65.4
97,182422,65.7
98,182423,62.4
99,182424,61.8
100,182425,61.7
101,182426,61.7
102,182427,61.7
103,182428,61.6
104,182429,60.8
105,182430,59.7
106,182431,58.2
107,182432,56.7
108,182433,55.5
109,182434,54.9
110,182435,54.4
111,182436,53.9
112,182437,53.5
113,182438,52.9
114,182439,52.6
115,182440,52.2
116,182441,51.8
117,182442,51.3
118,182443,50.8
119,182444,50.4
120,182445,49.9
121,182446,49.4
122,182447,49.0
123,182448,48.5
124,182449,48.0
125,182450,47.7
126,182451,47.2
127,182452,46.9
128,182453,46.5
129,182454,46.2
130,182455,45.7
131,182456,45.4
132,182457,45.0
133,182458,44.6
134,182459,44.2
135,182460,44.2
136,182461,44.2
137,182462,44.5
138,182463,45.0
139,182464,45.4
140,182465,45.7
141,182466,45.7
142,182467,45.6
143,182468,44.9
144,182469,44.2
145,182470,43.8
146,182471,43.4
147,182472,42.9
148,182473,42.4
149,182474,41.6
150,182475,41.0
151,182476,40.4
152,182477,40.3
153,182478,40.7
154,182479,41.6
155,182480,42.5
156,182481,43.5
157,182482,44.4
158,182483,45.2
159,182484,45.8
160,182485,45.8
161,182486,45.7
162,182487,45.3
163,182488,45.2
164,182489,44.8
165,182490,44.6
166,182491,44.3
167,182492,44.3
168,182493,44.3
169,182494,44.3
170,182495,44.2
171,182496,44.2
172,182497,44.2
173,182498,44.1
174,182499,43.7
175,182500,43.4
176,182501,43.0
177,182502,42.6
178,182503,42.0
179,182504,41.4
180,182505,40.7
181,182506,40.1
182,182507,39.4
183,182508,38.8
184,182509,38.3
185,182510,38.2
186,182511,36.0
187,182512,35.7
188,182513,35.1
189,182514,34.2
190,182515,33.1
191,182516,32.1
192,182517,32.1
193,182518,32.7
194,182519,33.3
195,182520,33.6
196,182521,34.0
197,182522,34.7
198,182523,35.4
199,182524,35.4
200,182525,34.9
201,182526,34.4
202,182527,33.7
203,182528,32.2
204,182529,30.0
205,182530,29.0
206,182531,29.0
207,182532,30.6
208,182533,32.2
209,182534,33.8
210,182535,34.3
211,182536,33.6
212,182537,32.2
213,182538,30.5
214,182539,27.5
215,182540,23.6
216,182541,22.6
217,182542,21.7
218,182543,16.1
