时间,GPS车速
156769,6.1
156770,5.0
156771,5.3
156772,6.4
156773,9.3
156774,12.0
156775,14.2
156776,16.7
156777,19.5
156778,22.7
156779,24.2
156780,24.2
156781,25.1
156782,26.4
156783,27.4
156784,29.2
156785,27.5
156807,18.9
156808,19.3
156809,19.4
156810,18.1
156811,17.7
156812,17.7
156813,19.1
156814,21.0
156815,21.6
156816,21.5
156817,21.1
156818,21.2
156819,20.8
156820,22.0
156821,22.9
156822,26.3
156823,25.6
156824,24.9
156825,24.2
156826,24.0
156827,25.2
156828,25.3
156829,25.0
156830,25.6
156831,25.6
156832,25.1
156833,24.5
156834,24.1
156835,24.0
156836,23.6
156837,24.0
156838,24.0
156839,24.8
156840,26.0
156841,24.3
156842,25.7
156843,24.7
156844,25.4
156845,27.0
156846,26.9
156847,27.0
156848,27.3
156849,28.7
156850,27.6
156851,27.7
156852,28.6
156853,28.2
156854,27.6
156855,27.1
156856,27.0
156857,26.9
156858,26.8
156859,26.7
156860,26.0
156861,25.9
156862,25.8
156863,25.9
156864,26.0
156865,27.5
156866,26.6
156867,27.0
156868,27.3
156869,25.8
156870,26.2
156871,28.6
156872,28.1
156873,28.0
156874,29.1
156875,28.6
156876,30.4
156877,29.7
156878,28.7
156879,27.7
156880,25.8
156881,22.1
156882,19.7
156883,18.1
156884,17.2
156885,17.2
156886,17.2
156887,17.8
156888,21.2
156889,22.0
156890,22.0
156891,23.8
156892,25.9
156893,26.3
156894,28.3
156895,27.5
156896,29.3
156897,29.9
156898,30.0
156899,29.3
156900,28.6
156901,28.3
156902,28.1
156903,27.6
156904,25.8
156905,25.4
156906,24.3
156907,23.3
156908,22.8
156909,21.5
156910,18.7
156911,17.2
156912,13.8
156913,11.2
156914,10.2
