,时间,GPS车速
0,267046,8.7
1,267047,7.8
2,267048,8.2
3,267049,8.8
4,267050,9.8
5,267051,13.2
6,267052,16.6
7,267053,18.1
8,267054,18.1
9,267055,19.5
10,267056,19.5
11,267057,18.3
12,267058,16.6
13,267059,15.5
14,267060,14.7
15,267061,11.9
16,267062,12.0
17,267063,13.0
18,267064,14.4
19,267065,17.0
20,267066,18.9
21,267067,20.1
22,267068,22.2
23,267069,23.4
24,267070,26.0
25,267071,26.0
26,267072,26.3
27,267073,27.3
28,267074,26.6
29,267075,27.2
30,267076,27.4
31,267077,25.8
32,267078,28.7
33,267079,30.7
34,267080,32.2
35,267081,29.1
36,267082,27.2
37,267083,24.7
38,267084,24.7
39,267085,27.2
40,267086,27.5
41,267087,27.7
42,267088,27.1
43,267089,26.5
44,267090,28.5
45,267091,27.6
46,267092,27.2
47,267093,26.0
48,267094,26.7
49,267095,24.6
50,267096,20.7
51,267097,16.8
52,267098,14.4
53,267099,12.2
