时间,GPS车速
97916,8.3
97917,8.3
97918,8.3
97919,8.3
97920,8.3
97921,9.1
97922,8.2
97923,8.3
97924,8.3
97925,8.3
97928,11.0
97929,11.0
97930,11.0
97937,11.5
97938,11.0
97942,12.7
97943,13.8
97944,14.7
97945,14.7
97946,13.7
97947,13.7
97948,13.8
97949,13.7
97950,14.2
97951,14.9
97952,13.5
97953,13.4
97954,13.3
97955,13.7
97956,13.5
97957,13.4
97958,13.4
97959,18.0
97960,18.0
97961,18.0
97962,14.2
97963,14.1
97964,14.0
97965,17.8
97966,17.8
97967,17.8
97968,17.8
97969,17.8
97970,17.8
97971,17.8
97972,17.8
97973,17.8
97974,17.8
97975,17.8
98165,33.3
98166,33.3
98167,33.3
98168,33.3
98169,33.3
98170,33.3
98171,33.3
98172,33.3
98173,33.3
98174,33.3
98175,33.3
98176,33.3
98177,33.3
98178,33.3
98179,33.3
98180,33.3
98181,33.3
98182,33.3
98183,33.3
98184,33.3
98185,33.3
98186,33.3
98187,33.3
98188,33.3
98189,33.3
98190,33.3
98191,33.3
98192,33.3
98193,33.3
98194,33.3
98195,33.3
98196,33.3
98197,33.3
98198,33.3
98199,33.3
98200,33.3
98201,33.3
98202,33.3
98203,33.3
98212,17.0
