时间,GPS车速
254588,7.7
254589,5.0
254590,0.2
254591,0.0
254592,0.0
254593,0.0
254594,0.0
254595,0.0
254596,0.0
254597,0.0
254598,0.4
254599,7.6
254600,12.2
254601,15.2
254602,17.8
254603,20.6
254604,23.5
254605,26.2
254606,27.7
254607,29.2
254608,30.7
254609,32.9
254610,35.0
254611,36.8
254612,38.5
254613,39.9
254614,41.4
254615,42.9
254616,43.8
254617,45.0
254618,46.5
254619,48.2
254620,49.9
254621,51.7
254622,53.4
254623,55.0
254624,56.5
254625,57.9
254626,59.5
254627,61.1
254628,62.8
254629,64.4
254630,65.8
254631,67.3
254632,68.7
254633,70.0
254634,71.4
254635,72.8
254636,74.1
254637,75.5
254638,76.6
254639,77.8
254640,78.8
254641,79.7
254642,80.6
254643,81.3
254644,81.8
254645,82.4
254646,82.9
254647,83.5
254648,84.0
254649,84.0
254650,84.0
254651,84.0
254652,84.0
254653,84.4
254654,84.5
254655,84.6
254656,85.0
254657,85.1
254658,85.1
254659,85.3
254660,86.0
254661,86.7
254662,86.8
254663,87.6
254664,87.7
254665,87.7
254666,87.8
254667,87.8
254668,87.8
254694,87.8
254695,87.8
254696,87.8
254698,87.8
254699,87.8
254700,87.8
254701,87.8
254702,87.8
254703,87.8
254704,87.8
254705,87.8
254706,87.8
254708,87.8
254709,87.8
254710,87.8
254711,87.8
254712,87.8
254713,87.8
254715,87.8
254716,87.8
254717,87.8
254718,87.8
254719,87.8
254720,87.8
254722,87.8
254723,87.8
254724,87.8
254725,87.8
254726,87.8
254727,82.7
254728,87.9
254729,87.9
254730,83.4
254731,85.5
254732,83.7
254733,82.5
254734,87.8
254735,81.2
254736,80.5
254737,79.5
254738,78.2
254739,76.5
254740,75.4
254741,75.0
254742,75.3
254743,87.8
254744,73.8
254745,74.3
254746,74.4
254747,73.9
254748,72.8
254749,71.5
254750,70.2
254751,68.8
254752,67.4
254753,66.0
254754,64.7
254755,63.3
254756,62.0
254757,60.7
254758,59.9
254759,59.5
254760,59.6
254761,60.0
254762,60.6
254763,60.1
254764,62.0
254765,62.7
254766,63.3
254767,63.9
254768,64.0
254769,65.3
254770,65.7
254771,65.6
254772,65.7
254773,65.8
254774,65.9
254775,66.4
254776,66.8
254777,66.9
254778,67.4
254779,67.7
254780,67.7
254781,69.0
254782,68.6
254783,70.3
254784,70.9
254785,71.4
254786,71.8
254787,72.2
254788,72.6
254789,72.9
254790,73.2
254791,73.5
254792,74.0
254793,74.3
254794,74.8
254795,74.8
254796,75.1
254797,77.6
254798,78.6
254799,79.8
254800,80.0
254801,80.9
254802,81.6
254803,82.4
254804,83.2
254805,84.0
254806,84.7
254807,85.4
254808,85.5
254809,86.5
254810,86.5
254811,86.9
254812,87.3
254813,87.4
254814,87.7
254815,87.8
254816,87.9
254817,88.0
254818,88.4
254819,88.5
254820,88.6
254821,87.8
254822,88.2
254823,84.2
254824,82.4
254825,81.2
254826,80.4
254827,79.8
254828,79.5
254829,79.3
254830,78.8
254831,78.4
254832,78.1
254833,77.7
254834,77.6
254835,77.1
254836,77.0
254837,77.1
254838,77.0
254839,78.6
254840,79.1
254841,79.6
254842,80.0
254843,80.2
254844,80.7
254845,81.0
254846,80.6
254847,80.3
254848,79.8
254849,79.5
254850,79.3
254851,79.2
254852,79.0
254853,78.6
254854,79.4
254855,80.1
254856,80.1
254857,79.5
254858,78.0
254859,77.1
254860,77.0
254861,77.1
254862,77.5
254863,78.1
254864,78.6
254865,78.6
254866,77.8
254867,77.1
254868,76.3
254869,76.0
254870,76.0
254871,76.1
254872,76.6
254873,76.7
254874,77.0
254875,77.1
254876,77.5
254877,77.9
254878,78.2
254879,78.8
254880,78.7
254881,80.2
254882,81.0
254883,82.1
254884,82.2
254885,81.3
254886,80.4
254887,79.7
254888,79.1
254889,79.1
254890,77.6
254891,76.1
254892,74.9
254893,73.9
254894,73.4
254895,72.8
254896,72.5
254897,72.6
254898,73.4
254899,72.8
254900,73.0
254901,73.2
254902,74.7
254903,73.3
254904,72.7
254905,72.6
254906,72.6
254907,72.1
254908,70.0
254909,68.0
254910,67.9
254911,68.0
254912,67.2
254913,69.7
254914,70.7
254915,71.5
254916,72.5
254917,73.3
254918,74.4
254919,75.5
254920,76.4
254921,76.8
254922,77.3
254923,77.7
254924,79.7
254925,81.5
254926,83.0
254927,84.5
254928,86.0
254929,87.4
254930,87.7
254931,88.6
254932,89.8
254933,91.8
254934,91.8
254935,91.9
254936,92.3
254937,92.8
254938,92.9
254939,93.4
254940,93.0
254941,93.3
254942,91.4
254943,90.8
254944,90.8
254945,92.0
254946,91.8
254947,91.3
254948,90.8
254949,90.5
254950,90.5
254951,90.6
254952,91.3
254953,91.3
254954,90.9
254955,90.1
254956,90.6
254957,90.4
254958,90.2
254959,89.4
254960,89.4
254961,89.5
254962,89.4
254963,89.4
254964,89.5
254965,89.7
254966,91.8
254967,92.2
254968,92.3
254969,92.6
254970,93.8
254971,93.7
254972,93.7
254973,93.7
254974,93.8
254975,94.2
254976,94.5
254977,94.9
254978,94.9
254979,94.9
254980,94.9
254981,94.8
254982,94.8
254983,94.8
254984,94.4
254985,94.3
254986,94.0
254987,93.9
254988,93.4
254989,93.1
254990,92.7
254991,92.3
254992,91.9
254993,91.5
254994,91.0
254995,90.5
254996,90.5
254997,89.4
254998,89.4
254999,89.5
255000,89.3
255001,90.7
255002,90.0
255003,91.8
255004,91.3
255005,91.7
255006,92.0
255007,92.2
255008,92.6
255009,94.3
255010,94.8
255011,95.1
255012,95.5
255013,95.8
255014,96.2
255015,96.6
255016,96.9
255017,97.0
255018,97.3
255019,97.4
255020,97.5
255021,97.6
255022,97.9
255023,98.0
255024,98.1
255025,98.4
255026,98.4
255027,98.5
255028,98.6
255029,98.7
255030,98.8
255031,98.8
255032,98.9
255033,99.0
255034,99.1
255035,99.1
255036,99.2
255037,99.2
255038,99.2
255039,99.2
255040,99.2
255041,99.2
255042,98.5
255043,97.0
255044,95.2
255045,94.2
255046,93.7
255047,93.4
255048,93.3
255049,93.2
255050,93.3
255051,93.7
255052,94.0
255053,94.3
255054,94.5
255055,95.0
255056,95.1
255057,95.5
255058,95.7
255059,96.0
255060,96.3
255061,96.4
255062,96.9
255063,97.0
255064,97.5
255065,97.6
255066,98.0
255067,98.1
255068,98.5
255069,98.6
255070,98.9
255071,98.9
255072,99.0
255073,99.3
255074,99.3
255075,99.3
255076,99.8
255077,100.2
255078,100.1
255079,100.0
255080,99.9
255081,99.6
255082,99.6
255083,99.2
255084,99.2
255085,99.1
255086,98.8
255087,98.6
255088,98.3
255089,98.0
255090,97.9
255091,97.6
255092,97.5
255093,97.2
255094,97.2
255095,95.8
255096,95.1
255097,94.3
255098,93.5
255099,92.8
255100,92.2
255101,91.8
255102,91.6
255103,91.3
255104,91.2
255105,91.1
255106,90.7
255107,90.6
255108,90.6
255109,90.6
255110,90.7
255111,90.8
255112,90.8
255113,90.9
255114,91.0
255115,91.0
255116,91.1
255117,91.3
255118,91.3
255119,91.4
255120,91.5
255121,91.6
255122,91.7
255123,91.8
255124,91.9
255125,92.0
255126,92.1
255127,92.2
255128,92.3
255129,92.7
255130,92.8
255131,92.5
255132,91.5
255133,91.1
255134,91.0
255135,90.9
255136,91.0
255137,90.7
255138,90.9
255139,91.0
255140,91.1
255141,93.6
255142,94.3
255143,94.4
255144,94.8
255145,94.9
255146,95.2
255147,95.4
255148,95.7
255149,96.1
255150,96.5
255151,97.0
255152,97.6
255153,98.0
255154,98.5
255155,98.9
255156,99.2
255157,99.3
255158,99.6
255159,99.9
255160,100.3
255161,100.3
255162,100.3
255163,100.7
255164,101.3
255165,101.3
255166,101.4
255167,101.4
255168,101.4
255169,101.5
255170,102.1
255171,102.0
255172,102.1
255173,103.0
255174,104.0
255175,101.5
255176,100.7
255177,99.4
255178,98.1
255179,95.9
255180,94.8
255181,95.7
255182,95.8
255183,95.7
255184,95.3
255185,95.4
255186,95.5
255187,94.0
255188,93.9
255189,93.8
255190,93.7
255191,94.6
255192,95.2
255193,94.8
255194,96.1
255195,96.1
255196,95.9
