时间,GPS车速
142456,0.0
142457,0.0
142458,0.0
142459,0.0
142460,0.0
142461,0.0
142462,0.0
142463,0.0
142464,0.0
142465,0.0
142466,0.0
142467,0.0
142468,0.0
142469,0.0
142470,0.0
142471,0.0
142472,0.0
142473,0.0
142474,0.0
142475,0.0
142476,0.0
142477,0.0
142478,0.0
142479,0.0
142480,0.0
142481,0.0
142482,0.0
142483,0.0
142484,0.0
142485,0.0
142486,0.0
142487,0.0
142488,0.0
142489,0.0
142490,0.0
142491,0.0
142492,0.0
142493,0.0
142494,0.0
142495,0.0
142496,0.0
142497,0.0
142498,0.0
142499,15.0
142500,21.2
142501,26.1
142502,29.1
142503,32.0
142504,34.1
142505,35.8
142506,37.6
142507,39.5
142508,41.0
142509,42.2
142510,42.9
142511,43.7
142512,44.2
142513,45.3
142514,46.1
142515,47.0
142516,47.6
142517,47.1
142518,47.3
142519,47.3
142520,47.4
142521,47.5
142522,47.5
142523,47.5
142524,47.5
142525,47.5
142526,47.2
142527,46.6
142528,45.9
142529,45.0
142530,44.2
142531,43.0
142532,41.0
142533,37.9
142534,33.7
142535,28.4
142536,22.6
142537,16.6
142538,12.5
142539,8.1
142540,0.2
142541,0.0
