,时间,GPS车速
0,61231,9.0
1,61232,7.6
2,61233,5.6
3,61234,4.0
4,61235,2.7
5,61236,2.6
6,61237,2.5
7,61238,2.0
8,61239,1.5
9,61240,0.0
10,61241,0.0
11,61242,0.0
12,61243,0.0
13,61244,0.0
14,61245,0.0
15,61246,0.0
16,72728,1.3
17,72729,3.4
18,72730,0.3
19,72731,0.5
20,72732,0.6
21,72733,1.0
22,72734,0.3
23,72735,0.5
24,72736,0.5
25,72737,0.0
26,72738,0.0
27,72791,12.5
28,72792,12.6
29,72793,12.4
30,72794,12.5
31,72795,13.4
32,72796,13.9
33,72797,14.6
34,72798,14.4
35,72799,15.1
36,72800,16.3
37,72801,15.8
38,72802,14.7
39,72803,13.1
40,72804,11.3
