时间,GPS车速
416358,0.0
416359,0.0
416360,0.0
416361,0.0
416362,0.0
416363,0.0
416364,0.0
416365,0.0
416366,0.0
416367,0.0
416368,0.0
416369,0.0
416370,0.0
416371,0.0
416372,0.0
416373,0.0
416374,0.0
416375,0.0
416376,0.0
416377,0.0
416378,0.0
416379,0.0
416380,0.0
416381,0.0
416382,0.0
416383,0.0
416384,0.0
416385,0.0
416386,0.0
416387,0.0
416388,0.0
416389,0.0
416390,0.0
416391,0.0
416392,0.0
416393,0.0
416394,0.0
416395,0.0
416396,0.0
416397,0.0
416398,0.0
416399,0.0
416400,0.0
416401,0.0
416402,0.0
416403,0.0
416404,0.0
416405,0.0
416406,0.0
416407,0.0
416408,0.0
416409,0.0
416410,0.0
416411,0.0
416412,0.0
416413,0.0
416414,0.0
416415,0.0
416416,0.0
416417,0.0
416418,0.0
416419,0.0
416420,0.0
416421,0.0
416422,0.0
416423,0.0
416424,0.0
416425,0.0
416426,0.0
416427,0.0
416428,0.0
416429,0.0
416430,0.0
416431,0.0
416432,0.0
416433,0.0
416434,0.0
416435,0.0
416436,0.0
416437,0.0
416438,0.0
416439,0.0
416440,0.0
416441,0.0
416442,0.0
416443,0.0
416444,0.0
416445,0.0
416446,0.0
416447,0.0
416448,0.0
416449,0.0
416450,0.0
416451,0.0
416452,0.0
416453,0.0
416454,0.0
416455,0.0
417050,9.6
417051,11.3
417052,11.4
417053,10.8
417054,10.0
417055,8.0
417056,7.1
417057,5.9
417058,6.3
417059,3.9
417060,3.0
417061,3.7
417062,7.5
417063,8.5
417064,8.6
417065,10.1
417066,12.7
417067,10.1
417068,9.6
417069,11.5
417070,12.4
417071,16.9
417072,18.2
417073,17.0
417074,18.1
417075,18.8
417076,18.8
417077,18.2
417078,16.0
417079,11.6
417080,8.2
417081,7.5
417082,6.1
417083,6.3
417084,4.1
417085,0.0
