时间,GPS车速
331228,0.0
331229,0.0
331230,0.0
331231,0.0
331232,0.0
331233,0.0
331234,0.0
331235,0.0
331236,0.0
331237,0.0
331238,0.0
331239,0.0
331240,0.0
331241,0.0
331242,0.0
331243,0.0
331244,0.0
331245,0.0
331246,0.0
331247,0.0
331248,0.0
331249,0.0
331250,0.0
331251,0.0
331252,0.0
331253,0.0
331254,0.0
331255,0.0
331256,0.0
331257,0.0
331258,0.0
331259,0.0
331260,0.0
331261,0.0
331262,0.0
331263,0.0
331264,0.0
331265,0.0
331266,0.0
331267,0.0
331268,0.0
331269,0.0
331270,0.0
331271,0.0
331272,0.0
331273,0.0
331274,0.0
331275,0.0
331276,0.0
331277,0.0
331278,0.0
331279,0.0
331280,0.0
331281,0.0
331282,0.0
331283,0.0
331284,0.0
331285,0.0
331286,0.0
331287,0.0
331288,0.0
331289,0.0
331290,0.0
331291,0.0
331292,0.0
331293,0.0
331294,0.0
331295,0.0
331296,0.0
331297,0.0
331298,0.0
331299,0.0
331300,0.0
331301,0.0
331302,0.0
331303,0.0
331304,0.0
331305,0.0
331306,0.0
331307,0.0
331308,0.0
331309,0.0
331310,0.0
331311,0.0
331312,0.0
331313,0.0
331314,0.0
331315,0.0
331316,0.0
331317,0.0
331318,0.0
331319,0.0
331320,0.0
331321,0.0
331322,0.0
331323,0.0
331324,0.0
331325,0.0
331326,0.0
331327,0.0
331328,0.0
331329,0.0
331330,0.0
331331,0.0
331332,0.0
331333,0.0
331334,0.0
331335,0.0
331336,0.0
331337,0.0
331338,0.0
331339,0.0
331340,0.0
331341,0.0
331342,0.0
331343,0.0
331344,0.0
331345,0.0
331346,0.0
331347,0.0
331348,0.0
331349,0.0
331350,0.0
331351,0.0
331352,0.0
331353,0.0
331354,0.0
331355,0.0
331356,0.0
331357,0.0
331358,0.0
331359,0.0
331360,0.0
331361,0.0
331362,0.0
331363,0.0
331364,0.0
331365,0.0
331366,0.0
331367,0.0
331368,0.0
331369,0.0
331370,0.0
331371,0.0
331372,0.0
331373,0.0
331374,0.0
331375,0.0
331376,0.0
331377,0.0
331378,0.0
331379,0.0
331380,0.0
331381,0.0
331382,0.0
331383,0.0
331384,0.0
331385,0.0
331386,0.0
331387,0.0
331388,0.0
331389,0.0
331390,0.0
331391,10.1
331392,11.3
331393,12.4
331394,14.0
331395,15.4
331396,16.0
331397,16.0
331398,15.2
331399,14.2
331400,11.8
331401,8.6
331402,6.7
331403,5.5
331404,4.4
331405,4.4
331406,5.3
331407,6.9
331408,10.5
331409,12.9
331410,13.5
331411,14.0
331412,15.9
331413,18.2
331414,20.1
331415,22.3
331416,24.0
331417,24.9
331418,24.9
331419,24.9
331420,25.3
331421,25.4
331422,25.7
331423,26.0
331424,26.1
331425,26.6
331426,27.2
331427,28.3
331428,29.4
331429,29.9
331430,28.9
331431,28.6
331432,27.6
331433,31.7
331434,33.0
331435,32.5
331436,32.4
331437,31.4
331438,31.0
331439,31.1
331440,33.2
331441,34.1
331442,34.2
331443,35.4
331444,36.1
331445,36.8
331446,36.7
331447,36.7
331448,36.2
331449,35.7
331450,35.3
331451,35.2
331452,35.5
331453,37.0
331454,38.6
331455,40.1
331456,41.1
331457,41.1
331458,41.2
331459,41.2
331460,40.5
331461,38.5
331462,34.4
331463,27.8
331464,19.6
331465,11.4
331466,6.7
331467,6.6
331468,6.0
331469,8.1
331470,10.4
331471,10.4
331472,9.1
331473,9.6
331474,12.2
331475,15.9
331476,19.9
331477,21.8
331478,24.7
331479,27.3
331480,29.4
331481,31.5
331482,33.1
331483,33.0
331484,33.0
331485,31.9
331486,28.9
331487,25.5
331488,24.7
331489,25.1
331490,26.0
331491,27.5
331492,29.5
331493,32.1
331494,34.5
331495,36.0
331496,37.0
331497,38.2
331498,39.4
331499,40.7
331500,41.9
331501,43.0
331502,43.8
331503,43.4
331504,42.9
331505,44.8
331506,47.4
331507,48.8
331532,20.4
331533,19.3
331534,17.9
331535,15.2
331536,14.8
331537,13.6
331538,15.2
331539,17.4
331540,20.0
331541,22.3
331542,25.4
331543,26.9
331544,29.7
331545,31.5
331546,33.4
331547,34.9
331548,35.6
331549,35.1
331550,35.2
331551,35.3
331552,35.8
331553,35.7
331554,35.0
331555,34.9
331556,32.8
331557,29.0
331558,28.2
331559,28.2
331560,28.3
331561,29.0
331562,29.4
331563,29.4
331564,29.8
331565,31.7
331566,33.8
331567,34.9
331568,35.0
331569,34.9
331570,34.7
331571,34.6
331572,34.0
331573,33.2
331574,32.7
331575,32.6
331576,32.6
331577,34.4
331578,37.0
331579,39.2
331580,41.0
331581,42.7
331582,44.0
331583,45.2
331584,45.9
331585,45.9
331586,45.6
331587,45.6
331588,45.6
331589,45.5
331590,44.8
331591,44.4
331592,43.8
331593,43.1
331594,42.5
331595,41.4
331596,39.0
331597,35.8
331598,31.5
331599,25.8
331600,17.2
331601,11.5
331602,6.9
331603,6.4
331604,7.5
331605,9.5
331606,10.0
331607,12.3
331608,15.0
331609,18.2
331610,21.4
331611,23.8
331612,26.1
331613,27.9
331614,27.4
331615,23.2
331616,20.8
331617,20.9
331618,23.5
331619,26.0
331620,27.8
331621,30.1
331622,32.2
331623,33.2
331624,33.3
331625,33.4
331626,33.5
331627,31.4
331628,27.3
331629,22.9
331630,20.9
331631,19.4
331632,17.3
331633,17.0
331634,16.2
331635,13.8
331636,12.9
331637,11.7
331638,12.2
331639,14.6
331640,17.6
331641,19.2
331642,20.9
331643,21.4
331644,21.4
331645,20.9
331733,0.0
