,时间,GPS车速
0,56965,9.0
1,56966,7.1
2,56967,4.8
3,56968,2.7
4,56969,2.7
5,56970,2.8
6,56971,2.7
7,56972,2.7
8,56973,2.3
9,56974,0.0
10,56975,0.0
11,56976,0.0
12,56977,0.0
13,56978,0.0
14,56979,0.0
15,56980,0.0
16,56981,0.0
17,56982,0.0
18,56983,0.0
19,56984,0.0
20,56985,0.0
21,56986,0.0
22,56987,0.0
23,56988,0.0
24,56989,0.0
25,56990,0.0
26,56991,0.0
27,56992,0.0
28,56993,0.0
29,56994,0.0
30,56995,0.0
31,56996,0.0
32,56997,0.0
33,56998,0.0
34,56999,0.0
35,57000,0.0
36,57001,0.0
37,57002,0.0
38,57003,0.0
39,57004,0.0
40,57005,0.0
41,57006,0.0
42,57007,0.0
43,57008,0.0
44,57009,0.0
45,57010,0.0
46,57011,0.0
47,57012,0.0
48,57013,0.0
49,57014,0.0
50,57015,0.0
51,57016,0.0
52,57017,0.0
53,57018,0.0
54,57019,0.0
55,57020,0.0
56,57021,0.0
57,57022,0.0
58,57023,0.0
59,57024,0.0
60,57025,0.0
61,57026,0.0
62,57027,0.0
63,57028,0.0
64,57029,0.0
65,57030,0.0
66,57031,0.0
67,57032,0.0
68,57033,0.0
69,57034,0.0
70,57035,0.0
71,57036,0.0
72,57037,0.0
73,57038,0.0
74,57039,0.0
75,57040,0.0
76,57041,0.0
77,57042,0.0
78,57043,0.0
79,57044,0.0
80,57045,0.0
81,57046,0.0
82,57047,0.0
83,57048,0.0
84,57049,0.0
85,57050,0.0
86,57051,0.0
87,57052,0.0
88,57053,0.5
89,57054,6.9
90,57055,10.3
91,57056,13.0
92,57057,17.3
93,57058,18.6
94,57059,19.2
95,57060,20.2
96,57061,21.6
97,57062,19.7
98,57063,17.4
99,57064,12.5
