时间,GPS车速
420440,6.1
420441,0.0
420442,0.0
420443,0.0
420444,0.0
420445,0.0
420446,0.0
420447,0.0
420448,0.0
420449,0.0
420450,0.0
420451,0.0
420452,0.0
420453,0.0
420454,0.0
420455,0.0
420456,0.0
420457,0.0
420458,0.0
420459,0.0
420460,0.0
420461,0.0
420462,0.0
420463,0.0
420464,0.0
420465,0.0
420466,0.0
420467,0.0
420468,0.0
420469,0.0
420470,0.0
420471,0.0
420472,0.0
420473,0.0
420474,0.0
420475,0.0
420476,0.0
420477,0.0
420478,0.0
420479,0.0
420480,0.0
420481,0.0
420482,0.0
420483,0.0
420484,0.0
420485,0.0
420486,0.0
420487,0.0
420488,0.0
420489,0.0
420490,0.0
420491,0.0
420492,0.0
420493,0.0
420494,0.0
420495,0.0
420496,0.0
420497,0.0
420498,0.0
420499,0.0
420500,0.0
420501,0.0
420502,0.0
420503,0.0
420504,0.0
420505,0.0
420506,0.0
420507,0.0
420508,0.0
420509,0.0
420510,0.0
420511,0.0
420512,0.0
420513,0.0
420514,0.0
420515,0.0
420516,0.0
420517,0.0
420518,0.0
420519,0.0
420520,0.0
420521,0.0
420522,0.0
420523,0.0
420524,0.0
420525,0.0
420526,0.0
420527,0.0
420528,0.0
420529,0.0
420530,0.0
420531,0.0
420532,0.0
420533,0.0
420534,0.0
420535,0.0
420536,0.0
420537,0.0
420538,0.0
420539,0.0
420540,0.0
420541,0.0
420542,0.0
420543,0.0
420544,0.0
420545,0.0
420546,0.0
420547,0.0
420548,0.0
420549,0.0
420550,0.0
420551,0.0
420552,0.0
420553,0.0
420554,0.0
420555,0.0
420556,0.0
420557,0.0
420558,0.0
420559,0.0
420560,0.0
420561,0.0
420562,0.0
420563,0.0
420564,0.0
420565,0.0
420566,0.0
420567,0.0
420568,0.0
420569,0.0
420570,0.0
420571,0.0
420572,0.0
420573,0.0
420574,0.0
420575,0.0
420576,0.0
420577,0.0
420578,0.2
420579,0.0
420580,0.0
420581,0.0
420582,0.0
420583,9.4
420584,9.9
420585,4.6
420586,2.9
420587,4.8
420588,8.2
420589,9.5
420590,8.6
420591,5.6
420592,4.6
420593,5.3
420594,5.8
420595,6.3
420596,6.2
420597,6.9
420598,10.7
420599,15.3
420600,14.6
420601,10.3
