,时间,GPS车速
0,331602,6.9
1,331603,6.4
2,331604,7.5
3,331605,9.5
4,331606,10.0
5,331607,12.3
6,331608,15.0
7,331609,18.2
8,331610,21.4
9,331611,23.8
10,331612,26.1
11,331613,27.9
12,331614,27.4
13,331615,23.2
14,331616,20.8
15,331617,20.9
16,331618,23.5
17,331619,26.0
18,331620,27.8
19,331621,30.1
20,331622,32.2
21,331623,33.2
22,331624,33.3
23,331625,33.4
24,331626,33.5
25,331627,31.4
26,331628,27.3
27,331629,22.9
28,331630,20.9
29,331631,19.4
30,331632,17.3
31,331633,17.0
32,331634,16.2
33,331635,13.8
34,331636,12.9
35,331637,11.7
36,331638,12.2
37,331639,14.6
38,331640,17.6
39,331641,19.2
40,331642,20.9
41,331643,21.4
42,331644,21.4
43,331645,20.9
