,时间,GPS车速
0,153137,9.4
1,153138,6.4
2,153139,4.9
3,153140,3.3
4,153141,0.0
5,153142,0.0
6,153143,0.0
7,153144,0.0
8,153145,0.0
9,153146,0.0
10,153147,0.0
11,153148,0.0
12,153149,0.0
13,153150,0.0
14,153151,0.0
15,153152,0.0
16,153153,0.0
17,153154,0.0
18,153155,0.0
19,153156,0.0
20,153157,0.0
21,153158,0.0
22,153159,0.0
23,153160,0.0
24,153161,0.0
25,153162,0.0
26,153163,0.0
27,153164,0.0
28,153165,0.0
29,153166,0.0
30,153167,0.0
31,153168,6.8
32,153169,11.8
33,153170,15.8
34,153171,18.3
35,153172,19.6
36,153173,21.0
37,153174,22.7
38,153175,22.9
39,153176,22.8
40,153177,22.3
41,153178,21.9
42,153179,20.0
43,153180,15.8
44,153181,13.3
45,153182,11.6
46,153183,11.1
47,153184,12.3
48,153185,15.7
49,153186,18.9
50,153187,20.0
51,153188,19.8
52,153189,19.3
53,153190,19.2
54,153191,20.1
55,153192,21.2
56,153193,21.2
57,153194,21.5
58,153195,22.2
59,153196,24.6
60,153197,27.4
61,153198,30.0
62,153199,32.2
63,153200,33.9
64,153201,35.6
65,153202,36.2
66,153203,35.8
67,153204,37.8
68,153205,41.1
69,153206,43.3
70,153207,41.8
71,153208,40.1
72,153209,42.5
73,153210,41.5
74,153211,40.8
75,153212,41.2
76,153213,40.2
77,153214,40.6
78,153215,41.9
79,153216,42.5
80,153217,41.6
81,153218,40.4
82,153219,39.7
83,153220,39.9
84,153221,39.9
85,153222,40.2
86,153223,40.7
87,153224,42.1
88,153225,43.6
89,153226,44.2
90,153227,43.3
91,153228,41.3
92,153229,38.2
93,153230,36.3
94,153231,34.7
95,153232,32.1
96,153233,36.0
97,153234,38.2
98,153235,39.8
99,153236,41.5
100,153237,44.1
101,153238,45.2
102,153239,45.2
103,153240,42.2
104,153241,38.5
105,153242,38.1
106,153243,39.1
107,153244,40.1
108,153245,42.4
109,153246,43.8
110,153247,44.7
111,153248,46.4
112,153249,49.2
113,153250,49.3
114,153251,49.8
115,153252,49.7
116,153253,50.1
117,153254,51.7
118,153255,51.9
119,153256,51.8
120,153257,52.1
121,153258,52.8
122,153259,53.3
123,153260,53.8
124,153261,53.7
125,153262,54.1
126,153263,54.2
127,153264,50.6
128,153265,48.8
129,153266,46.1
130,153267,44.4
131,153268,43.8
132,153269,43.1
133,153270,43.0
134,153271,43.2
135,153272,44.0
136,153273,44.7
137,153274,45.7
138,153275,46.6
139,153276,47.7
140,153277,48.7
141,153278,49.8
142,153279,50.7
143,153280,51.4
144,153281,51.4
145,153282,51.9
146,153283,52.1
147,153284,50.2
148,153285,50.1
149,153286,50.2
150,153287,51.2
151,153288,52.3
152,153289,52.8
153,153290,53.3
154,153291,53.3
155,153292,54.1
156,153293,55.4
157,153294,55.0
158,153295,56.4
159,153296,56.8
160,153297,56.8
161,153298,57.5
162,153299,56.8
163,153300,56.5
164,153301,56.5
165,153302,55.7
166,153303,55.9
167,153304,55.1
168,153305,54.0
169,153306,53.0
170,153307,52.4
171,153308,53.0
172,153309,50.8
173,153310,51.1
174,153311,49.8
175,153312,48.6
176,153313,44.7
177,153314,46.8
178,153315,45.3
179,153316,45.0
180,153317,40.5
181,153318,31.9
182,153319,25.2
183,153320,24.2
184,153321,25.8
185,153322,28.3
186,153323,31.3
187,153324,33.2
188,153325,34.6
189,153326,36.4
190,153327,38.3
191,153328,40.8
192,153329,44.5
193,153330,46.6
194,153331,48.2
195,153332,48.8
196,153333,50.4
197,153334,53.1
198,153335,56.1
199,153336,58.1
200,153337,58.4
201,153338,59.4
202,153339,60.1
203,153340,53.7
204,153341,53.8
205,153342,53.8
206,153343,53.8
207,153344,54.2
208,153345,54.8
209,153346,56.1
210,153347,55.2
211,153348,56.9
212,153349,56.7
213,153350,58.5
214,153351,59.9
215,153352,60.8
216,153353,61.9
217,153354,64.1
218,153355,64.7
219,153356,64.9
220,153357,63.6
221,153358,63.5
222,153359,62.3
223,153360,62.8
224,153361,62.2
225,153362,61.5
226,153363,60.8
227,153364,60.5
228,153365,60.5
229,153366,60.8
230,153367,60.8
231,153368,60.8
232,153369,61.3
233,153370,61.6
234,153371,62.1
235,153372,62.8
236,153373,62.6
237,153374,64.5
238,153375,65.1
239,153376,65.6
240,153377,65.6
241,153378,65.0
242,153379,64.7
243,153380,64.7
244,153381,64.8
245,153382,65.3
246,153383,65.9
247,153384,66.9
248,153385,67.4
249,153386,67.5
250,153387,67.6
251,153388,68.0
252,153389,68.4
253,153390,67.9
254,153391,67.1
255,153392,65.8
256,153393,63.9
257,153394,61.2
258,153395,58.1
259,153396,55.8
260,153397,55.2
261,153398,54.2
262,153399,56.0
263,153400,57.8
264,153401,57.7
265,153402,57.5
266,153403,57.9
267,153404,58.0
268,153405,58.3
269,153406,59.2
270,153407,59.7
271,153408,59.6
272,153409,62.8
273,153473,35.8
274,153474,37.8
275,153475,39.7
276,153476,41.5
277,153477,43.2
278,153478,44.7
279,153479,46.3
280,153480,46.8
281,153481,48.9
282,153482,49.3
283,153483,49.8
284,153484,51.9
285,153485,52.8
286,153486,53.5
287,153487,53.4
288,153488,53.4
289,153489,53.1
290,153490,52.5
291,153491,52.9
292,153492,51.0
293,153493,50.3
294,153494,49.7
295,153495,49.0
296,153496,48.5
297,153497,48.0
298,153498,47.5
299,153499,46.9
300,153500,46.3
301,153501,45.8
302,153502,45.3
303,153503,44.9
304,153504,45.0
305,153505,45.7
306,153506,45.7
307,153507,46.2
308,153508,46.2
309,153509,45.7
310,153510,44.9
311,153511,43.3
312,153512,40.9
313,153513,38.1
