,时间,GPS车速
0,326741,0.0
1,326742,0.0
2,326743,0.0
3,326744,0.0
4,326745,7.2
5,326746,12.7
6,326747,14.8
7,326748,15.5
8,326749,16.3
9,326750,17.0
10,326751,18.1
11,326752,17.7
12,326753,18.2
13,326754,19.8
14,326755,24.3
15,326756,27.8
16,326757,31.1
17,326758,28.8
18,326759,29.7
19,326760,29.6
20,326761,25.8
21,326762,22.6
22,326763,19.3
23,326764,20.5
24,326765,18.9
25,326766,17.0
26,326767,16.5
27,326768,16.9
28,326769,19.4
29,326770,21.0
30,326771,23.8
31,326772,27.6
32,326773,29.1
33,326774,30.1
34,326775,30.5
35,326776,32.2
36,326777,34.0
37,326778,35.7
38,326779,37.3
39,326780,37.2
40,326781,32.9
41,326782,28.1
42,326783,24.0
43,326784,22.1
44,326785,21.0
45,326786,19.3
46,326787,17.7
47,326788,15.8
48,326789,13.3
49,326790,12.5
50,326791,13.9
51,326792,15.0
52,326793,15.5
53,326794,15.5
54,326795,14.7
55,326796,15.8
56,326797,16.4
57,326798,17.3
58,326799,18.9
59,326800,19.8
60,326801,20.6
61,326802,22.0
62,326803,22.6
63,326804,22.2
64,326805,22.0
65,326806,22.7
66,326807,23.5
67,326808,23.7
68,326809,23.7
69,326810,23.9
70,326811,22.2
71,326812,18.7
72,326813,13.0
