时间,GPS车速
85111,0.0
85112,0.0
85113,0.0
85114,0.0
85115,0.0
85116,0.0
85117,0.0
85118,0.0
85119,0.0
85120,0.0
85121,0.0
85122,0.0
85123,0.0
85124,0.0
85125,0.0
85126,0.0
85127,0.0
85708,0.0
85709,0.0
85710,0.0
85711,0.0
85712,0.0
85713,0.0
85714,0.0
85715,10.5
85716,10.5
85717,10.4
85718,12.2
85719,15.7
85720,18.4
85721,21.2
85722,23.5
85723,25.2
85724,26.9
85725,28.9
85726,29.9
85727,31.3
85728,32.3
85729,33.4
85730,33.5
85731,33.4
85732,32.8
85733,32.4
85734,32.4
85735,32.5
85736,32.5
85737,30.3
85738,33.3
85739,35.9
85740,37.1
85741,36.6
85742,36.9
85743,36.5
85744,36.1
85745,35.7
85746,34.9
85747,33.7
85748,32.9
85749,32.7
85750,31.7
85751,30.9
85752,27.8
85753,23.2
85754,18.1
85755,15.8
85756,15.1
85757,16.4
85758,16.3
85759,14.2
85760,13.0
85761,0.0
