,时间,GPS车速
0,398292,4.1
1,398293,7.1
2,398301,35.8
3,398302,23.0
4,398303,23.8
5,398304,23.9
6,398305,28.1
7,398306,31.2
8,398307,37.4
9,398308,37.4
10,398309,41.5
11,398310,41.5
12,398312,41.5
13,398313,40.5
14,398314,40.4
15,398315,40.4
16,398316,40.7
17,398317,41.0
18,398318,41.5
19,398319,41.9
20,398320,41.5
21,398321,41.7
22,398322,42.0
23,398323,41.9
24,398324,42.3
25,398325,42.8
26,398326,43.2
27,398327,43.1
28,398328,44.0
29,398329,44.0
30,398330,44.0
31,398331,44.4
32,398332,44.7
33,398333,45.0
34,398334,45.1
35,398335,45.1
36,398336,44.7
37,398337,37.4
38,398338,43.7
39,398339,43.2
40,398340,42.8
41,398341,42.7
42,398342,42.7
43,398343,42.5
44,398344,42.2
45,398345,41.9
46,398346,41.6
47,398347,41.5
48,398348,41.3
49,398349,41.3
50,398350,41.4
51,398351,41.3
52,398352,41.0
53,398353,40.3
54,398354,41.5
55,398355,41.6
56,398356,41.7
57,398357,42.2
58,398358,41.5
59,398359,41.9
60,398360,41.4
61,398361,40.5
62,398362,39.7
63,398363,39.6
64,398364,39.5
65,398365,39.4
66,398395,39.4
67,398396,39.4
68,398397,39.4
69,398398,39.4
70,398399,39.4
71,398400,39.4
72,398401,39.4
73,398402,39.4
74,398403,39.4
75,398405,39.4
76,398406,39.4
77,398407,39.4
78,398408,39.4
