时间,GPS车速
226057,7.2
226058,10.6
226059,10.5
226060,10.9
226061,10.3
226062,10.8
226063,10.8
226064,13.4
226065,16.7
226066,16.2
226067,17.1
226068,17.0
226069,17.9
226070,17.5
226071,17.6
226072,16.8
226073,17.5
226074,18.2
226075,18.8
226076,19.3
226077,19.3
226078,19.9
226079,19.9
226080,19.7
226081,18.8
226082,18.3
226083,18.7
226084,17.5
226085,17.0
226086,16.7
226087,16.7
226088,16.6
226089,16.5
226090,16.6
226091,17.6
226092,18.0
226093,17.3
226094,16.6
226095,16.3
226096,16.3
226097,16.2
226098,15.3
226099,14.7
226100,14.8
226101,13.7
226102,13.1
226103,11.1
226104,11.0
