,时间,GPS车速
0,281217,2.9
1,281218,0.0
2,281219,0.0
3,281220,0.0
4,281221,0.0
5,281222,0.0
6,281223,0.0
7,281224,0.0
8,281225,0.0
9,281226,0.0
10,281227,0.0
11,281228,0.0
12,281229,0.0
13,281230,0.0
14,281231,0.0
15,281232,0.0
16,281233,0.0
17,281234,0.0
18,281235,0.0
19,281236,0.0
20,281237,0.0
21,281238,0.0
22,281239,0.0
23,281240,0.0
24,281241,0.0
25,281242,0.0
26,281243,0.0
27,281244,0.0
28,281245,3.6
29,281246,2.7
30,281247,1.5
31,281248,3.1
32,281249,4.5
33,281250,6.6
34,281251,11.1
35,281252,15.4
36,281253,18.9
37,281254,22.3
38,281255,25.4
39,281256,27.8
40,281257,29.6
41,281258,31.0
42,281259,32.3
43,281260,33.5
44,281261,34.6
45,281262,35.7
46,281263,36.1
47,281264,36.1
48,281265,36.4
49,281266,36.9
50,281267,37.4
51,281268,37.9
52,281269,38.5
53,281270,39.6
54,281271,40.9
55,281272,42.1
56,281273,43.4
57,281274,44.5
58,281275,45.6
59,281276,46.6
60,281277,47.3
61,281278,47.9
62,281279,48.5
63,281280,49.1
64,281281,49.8
65,281282,50.3
66,281283,51.1
67,281284,51.6
68,281285,52.3
69,281286,52.3
70,281287,53.3
71,281288,53.8
72,281289,54.2
73,281290,54.7
74,281291,55.0
75,281292,54.9
76,281293,54.2
77,281294,53.6
78,281295,52.3
79,281296,48.8
80,281297,44.8
81,281298,40.5
82,281299,35.8
83,281300,30.9
84,281301,27.3
85,281302,23.5
86,281303,18.7
87,281304,15.5
88,281305,13.0
