,时间,GPS车速
0,415247,7.7
1,415248,4.2
2,415249,0.2
3,415250,0.2
4,415251,0.2
5,415252,0.2
6,415253,0.1
7,415254,0.2
8,415255,0.5
9,415256,7.1
10,415257,7.9
11,415258,9.1
12,415259,12.1
13,415260,13.6
14,415261,14.8
15,415262,16.3
16,415263,16.8
17,415264,17.3
18,415265,17.7
19,415266,18.1
20,415267,19.3
21,415268,21.0
22,415269,21.1
23,415270,20.4
24,415271,19.8
25,415272,19.2
26,415273,18.7
27,415274,18.8
28,415275,19.8
29,415276,20.4
30,415277,20.4
31,415278,18.6
32,415279,17.2
33,415280,16.3
34,415281,15.2
35,415282,13.3
36,415283,12.6
37,415284,11.7
