,时间,GPS车速
0,264940,9.9
1,264941,8.4
2,264942,8.9
3,264943,12.5
4,264944,13.8
5,264945,15.2
6,264946,17.2
7,264947,16.7
8,264948,16.2
9,264949,18.9
10,264950,21.0
11,264951,23.9
12,264952,26.1
13,264953,30.1
14,264954,32.1
15,264955,34.4
16,264956,36.6
17,264957,38.5
18,264958,40.4
19,264959,42.2
20,264960,43.9
21,264961,45.6
22,264962,47.1
23,264963,48.4
24,264964,49.6
25,264965,50.8
26,264966,51.1
27,264967,51.0
28,264968,50.4
29,264969,51.2
30,264970,48.9
31,264971,48.4
32,264972,47.8
33,264973,47.2
34,264974,46.3
35,264975,45.4
36,264976,44.8
37,264977,44.4
38,264978,43.8
39,264979,42.7
40,264980,39.7
41,264981,36.0
42,264982,33.5
43,264983,32.4
44,264984,31.7
45,264985,30.5
46,264986,29.3
47,264987,27.7
48,264988,25.4
49,264989,23.7
50,264990,23.6
51,264991,23.5
52,264992,24.0
53,264993,26.0
54,264994,28.0
55,264995,29.5
56,264996,30.8
57,264997,31.9
58,264998,32.4
59,264999,33.6
60,265000,35.3
61,265001,37.3
62,265002,39.2
63,265003,40.9
64,265004,41.9
65,265005,42.5
66,265006,42.4
67,265007,41.9
68,265008,41.4
69,265009,41.0
70,265010,40.6
71,265011,40.2
72,265012,39.7
73,265013,39.3
74,265014,38.9
75,265015,38.5
76,265016,38.1
77,265017,37.7
78,265018,36.8
79,265019,36.0
80,265020,35.6
81,265021,35.5
82,265022,35.9
83,265023,36.0
84,265024,35.3
85,265025,34.9
86,265026,36.2
87,265027,37.5
88,265028,37.8
89,265029,37.8
90,265030,38.6
91,265031,39.4
92,265032,40.1
93,265033,40.7
94,265034,41.4
95,265035,42.1
96,265036,42.7
97,265037,42.8
98,265038,42.7
99,265039,42.3
100,265040,41.8
101,265041,41.2
102,265042,40.6
103,265043,40.0
104,265044,39.5
105,265045,39.0
106,265046,39.0
107,265047,39.9
108,265048,40.9
109,265049,41.6
110,265050,41.6
111,265051,41.6
112,265052,41.1
113,265053,40.8
114,265054,40.8
115,265055,40.8
116,265056,40.7
117,265057,40.3
118,265058,40.2
119,265059,41.0
120,265060,41.6
121,265061,42.3
122,265062,43.3
123,265063,45.0
124,265064,46.7
125,265065,48.1
126,265066,49.3
127,265067,50.6
128,265068,51.5
129,265069,51.6
130,265070,51.7
131,265071,51.7
132,265072,51.8
133,265073,51.9
134,265074,52.0
135,265075,52.0
136,265076,52.1
137,265077,52.2
138,265078,52.3
139,265079,51.8
140,265080,51.4
141,265081,51.5
142,265082,52.0
143,265083,52.6
144,265084,53.1
145,265085,53.5
146,265086,53.9
147,265087,54.0
148,265088,54.1
149,265089,54.2
150,265090,54.1
151,265091,54.1
152,265092,54.1
153,265093,54.1
154,265094,54.2
155,265095,54.1
156,265096,53.5
157,265097,53.0
158,265098,52.9
159,265099,53.6
160,265100,53.7
161,265101,54.4
162,265102,55.1
163,265103,56.0
164,265104,56.9
165,265105,57.7
166,265106,58.3
167,265107,58.4
168,265108,58.0
169,265109,57.4
170,265110,56.3
171,265111,55.8
172,265112,55.6
173,265113,55.1
174,265114,54.7
175,265115,54.6
176,265116,53.8
177,265117,53.0
178,265118,52.3
179,265119,51.8
180,265120,51.5
181,265121,51.1
182,265122,51.1
183,265123,51.2
184,265124,50.8
185,265125,50.2
186,265126,49.5
187,265127,48.8
188,265128,48.0
189,265129,47.3
190,265130,46.5
191,265131,45.5
192,265132,45.0
193,265133,44.9
194,265134,45.5
195,265135,46.3
196,265136,46.8
197,265137,47.5
198,265138,48.2
199,265139,48.8
200,265140,49.5
201,265141,50.1
202,265142,50.2
203,265143,51.2
204,265144,51.6
205,265145,51.7
206,265146,51.8
207,265147,51.9
208,265148,52.0
209,265149,52.6
210,265150,53.8
211,265151,54.9
212,265152,55.3
213,265153,55.3
214,265154,54.7
215,265155,53.9
216,265156,53.2
217,265157,52.6
218,265158,52.5
219,265159,52.2
220,265160,51.7
221,265161,51.2
222,265162,50.5
223,265163,49.8
224,265164,49.0
225,265165,47.8
226,265166,45.5
227,265167,42.5
228,265168,39.3
229,265169,34.1
230,265170,28.1
231,265171,25.7
232,265172,24.3
233,265173,21.1
234,265174,17.1
235,265175,15.2
236,265176,14.4
237,265177,11.2
