,时间,GPS车速
0,314852,0.0
1,314853,0.0
2,314854,13.1
3,314855,14.6
4,314856,16.7
5,314857,16.8
6,314858,17.3
7,314859,18.2
8,314860,18.9
9,314861,20.2
10,314862,21.1
11,314863,20.2
12,314864,19.5
13,314865,20.3
14,314866,20.8
15,314867,19.1
16,314868,19.2
17,314869,19.2
18,314870,17.5
19,314871,17.6
20,314872,16.7
21,314873,16.7
22,314874,18.4
23,314875,21.5
24,314876,20.6
25,314877,22.8
26,314878,22.7
27,314879,22.4
28,314880,22.0
29,314881,22.0
30,314882,21.6
31,314883,20.5
32,314884,20.6
33,314885,21.1
34,314886,19.9
35,314887,20.0
36,314888,20.1
37,314889,19.6
38,314890,18.7
39,314891,18.6
40,314892,17.7
41,314893,17.2
42,314894,16.6
43,314895,16.5
44,314896,16.5
45,314900,12.8
46,314901,11.1
47,314902,11.8
48,314903,12.5
49,314904,14.8
50,314905,17.4
51,314906,17.7
52,314907,17.6
53,314908,17.5
54,314924,16.7
