,时间,GPS车速
0,314564,8.1
1,314565,5.5
2,314566,8.9
3,314567,10.7
4,314568,12.7
5,314569,14.0
6,314570,17.5
7,314571,20.8
8,314572,26.0
9,314573,29.7
10,314574,32.5
11,314575,35.4
12,314576,37.3
13,314577,39.1
14,314578,42.3
15,314579,43.7
16,314580,45.3
17,314581,46.2
18,314582,47.7
19,314583,49.4
20,314584,50.3
21,314585,50.6
22,314586,52.3
23,314587,52.2
24,314588,52.4
25,314589,52.8
26,314590,53.1
27,314591,53.4
28,314592,53.3
29,314593,53.4
30,314594,53.4
31,314595,51.6
32,314596,52.3
33,314597,50.8
34,314598,51.2
35,314599,52.0
36,314600,52.9
37,314601,53.1
38,314602,53.4
39,314603,53.7
40,314604,54.0
41,314605,54.1
42,314606,55.4
43,314607,55.9
44,314608,55.8
45,314609,57.0
46,314610,57.1
47,314611,57.6
48,314612,56.7
49,314613,56.7
50,314671,64.3
51,314672,64.1
52,314673,63.6
53,314674,63.5
54,314675,63.5
55,314676,63.6
56,314677,63.5
57,314678,63.6
58,314679,63.6
59,314680,63.6
60,314681,63.6
61,314682,63.6
62,314683,63.6
63,314684,63.6
64,314685,63.6
65,314686,63.5
66,314687,63.2
67,314688,63.2
68,314689,63.0
69,314690,62.9
70,314691,62.5
71,314692,61.8
72,314693,62.0
73,314694,59.7
74,314695,59.1
75,314696,58.8
76,314697,58.8
77,314698,58.8
78,314699,59.0
79,314700,59.4
80,314701,59.5
81,314702,60.0
82,314703,60.1
83,314704,60.5
84,314705,60.8
85,314706,60.8
86,314707,60.3
87,314708,59.9
88,314709,59.8
89,314710,59.8
90,314711,59.7
91,314712,59.7
92,314713,59.7
93,314714,59.4
94,314715,59.5
95,314716,57.3
96,314717,56.0
97,314718,54.8
98,314719,53.5
99,314720,52.3
100,314721,51.2
101,314722,50.1
102,314723,48.8
103,314724,48.7
104,314725,48.6
105,314726,48.1
106,314727,46.9
107,314728,46.0
108,314729,44.2
109,314730,44.9
110,314731,43.2
111,314732,43.2
112,314733,41.2
113,314734,42.8
114,314735,41.3
115,314736,42.5
116,314737,43.3
117,314738,42.3
118,314739,41.6
119,314740,40.8
120,314741,40.7
121,314742,37.6
122,314743,37.1
123,314744,35.0
124,314745,30.5
125,314746,28.4
126,314747,22.4
127,314748,20.1
128,314749,17.4
129,314750,14.8
130,314751,13.7
131,314752,13.6
