时间,GPS车速
346691,9.4
346692,6.0
346693,5.5
346694,5.5
346695,4.0
346696,4.0
346697,2.3
348377,0.2
348378,3.1
348379,3.2
348380,3.1
348381,3.0
348382,2.7
348383,3.1
348384,3.2
348385,1.8
348386,1.8
348387,1.9
348388,2.0
348389,1.9
348390,1.6
348391,2.0
348392,3.6
348393,5.5
348394,7.5
348395,6.2
348396,6.5
348397,5.1
348398,5.0
348399,4.2
348400,3.1
348401,2.0
348402,0.0
348403,0.0
348404,0.0
348405,3.4
348406,3.3
348407,2.7
348408,0.0
348409,0.0
348410,0.0
348411,0.0
348412,0.0
348413,0.0
348414,0.0
348415,0.0
348416,0.0
348417,0.0
348418,0.0
348419,0.0
348420,0.0
348421,0.0
348422,1.8
348423,1.4
348424,0.0
348425,0.0
348426,0.0
348427,0.0
348428,0.0
348429,0.0
348430,0.0
348431,0.0
348432,0.0
348433,0.0
348434,0.0
348435,0.0
348436,0.0
348437,0.0
348438,0.0
348439,0.0
348440,0.0
348441,0.0
348442,0.0
348443,0.0
348444,0.0
348445,0.0
348446,0.0
348447,2.1
348448,1.8
348449,1.7
348450,0.0
348451,0.0
348452,0.0
348453,0.0
348454,0.0
348455,0.0
348456,0.0
348457,0.0
348458,0.0
348459,0.0
348460,0.0
348461,0.0
348462,0.0
348463,0.0
348464,0.0
348465,0.0
348466,0.0
348467,0.0
348468,0.0
348469,0.0
348470,0.0
348471,0.0
348472,0.0
348473,0.0
348474,0.0
348475,0.0
348476,0.0
348477,0.0
348478,0.0
348479,0.0
348480,0.0
348481,0.0
348482,0.0
348483,0.0
348484,0.0
391426,0.0
391427,0.0
391428,0.0
391429,0.0
391430,0.0
391431,0.0
391432,0.0
391433,0.0
391434,0.0
391435,0.0
391436,0.0
391437,0.0
391438,0.0
391439,0.0
391440,3.7
391441,5.5
391442,5.4
391443,7.1
391444,6.6
391445,6.4
391446,7.1
391447,7.5
391448,9.1
391449,9.1
391450,7.7
391451,10.1
