,时间,GPS车速
0,6505,6.8
1,6506,0.0
2,6507,0.0
3,6508,0.0
4,6509,0.0
5,6510,0.0
6,6511,0.0
7,6512,0.0
8,6513,0.0
9,6514,0.0
10,6515,0.0
11,6516,0.0
12,6517,0.0
13,6518,0.0
14,6519,0.0
15,6520,0.0
16,6521,0.0
17,6522,0.0
18,6523,0.0
19,6524,0.0
20,6525,0.0
21,6526,0.0
22,6527,7.4
23,6528,12.8
24,6529,15.4
25,6530,16.5
26,6531,15.9
27,6532,14.6
28,6533,14.6
29,6534,14.6
30,6535,15.1
31,6536,15.2
32,6537,15.3
33,6568,46.0
34,6569,45.5
35,6570,44.8
36,6571,44.3
37,6572,43.7
38,6573,43.1
39,6574,42.3
40,6575,41.8
41,6576,41.2
42,6577,40.8
43,6578,39.8
44,6579,38.5
45,6580,38.5
46,6581,38.5
47,6582,38.2
48,6583,39.1
49,6584,40.0
50,6585,41.6
51,6586,43.0
52,6587,44.4
53,6588,45.8
54,6589,47.1
55,6590,48.3
56,6591,49.5
57,6592,50.8
58,6593,51.8
59,6594,52.4
60,6595,52.3
61,6596,52.9
62,6597,53.1
63,6598,50.5
64,6599,51.7
65,6600,51.3
66,6601,48.7
67,6602,48.1
68,6603,47.5
69,6604,46.9
70,6605,46.5
71,6606,46.2
72,6607,46.2
73,6608,46.2
74,6609,46.2
75,6610,46.1
76,6611,46.0
77,6612,45.9
78,6613,46.3
79,6614,47.1
80,6615,47.9
81,6616,48.6
82,6617,49.2
83,6618,49.3
84,6619,50.2
85,6620,50.3
86,6621,50.6
87,6622,50.7
88,6623,50.6
89,6624,50.8
90,6625,50.7
91,6626,49.0
92,6627,49.7
93,6628,49.6
94,6629,51.6
95,6630,52.5
96,6631,53.3
97,6632,54.2
98,6633,55.0
99,6634,55.5
100,6635,55.4
101,6636,54.4
102,6637,51.7
103,6638,48.0
104,6639,43.2
105,6640,37.1
106,6641,30.3
107,6642,28.2
108,6643,27.6
109,6644,27.0
110,6645,26.9
111,6646,28.2
112,6647,29.7
113,6648,30.6
114,6649,31.8
115,6650,33.6
116,6651,35.3
117,6652,36.7
118,6653,37.9
119,6654,39.1
120,6655,40.1
121,6656,41.2
122,6657,42.4
123,6658,43.5
124,6659,44.5
125,6660,45.4
126,6661,46.3
127,6662,47.2
128,6663,48.2
129,6664,49.0
130,6665,49.8
131,6666,50.5
132,6667,51.3
133,6668,52.0
134,6669,52.5
135,6670,52.6
136,6671,52.7
137,6672,52.7
138,6673,52.6
139,6674,52.2
140,6675,51.7
141,6676,51.2
142,6677,50.8
143,6678,50.4
144,6679,50.1
145,6680,50.0
146,6681,49.6
147,6682,49.3
148,6683,49.0
149,6684,48.7
150,6685,48.6
151,6686,48.2
152,6687,47.8
153,6688,47.3
154,6689,46.7
155,6690,46.1
156,6691,45.3
157,6692,44.7
158,6693,44.0
159,6694,43.5
160,6695,42.8
161,6696,42.2
162,6697,41.9
163,6698,41.6
164,6699,41.1
165,6700,40.4
166,6701,39.6
167,6702,38.8
168,6703,38.2
169,6704,37.6
170,6705,37.0
171,6706,37.1
172,6707,38.1
173,6708,39.3
174,6709,40.0
175,6710,40.1
176,6711,40.2
177,6712,40.1
178,6713,39.5
179,6714,38.6
180,6715,35.9
181,6716,30.9
182,6717,25.1
183,6718,20.9
184,6719,15.7
185,6720,13.6
186,6721,14.3
187,6722,13.8
188,6723,11.7
189,6724,10.0
