时间,GPS车速
338207,0.0
338208,0.0
338209,0.0
338210,0.0
338211,0.0
338212,0.0
338213,0.0
338214,4.2
338215,5.8
338216,7.8
338217,10.4
338218,12.8
338219,15.0
338220,17.0
338221,18.9
338222,20.3
338223,21.4
338224,22.6
338225,24.1
338226,26.4
338227,28.8
338228,30.8
338229,31.9
338230,33.0
338231,34.6
338232,36.3
338233,37.9
338234,39.1
338235,40.1
338236,40.8
338237,41.1
338238,40.7
338239,39.9
338240,38.8
338241,37.6
338242,36.4
338243,35.3
338244,34.1
338245,31.1
338246,26.2
338247,21.7
338248,16.9
338249,14.1
