时间,GPS车速
241446,0.0
241447,0.0
241448,0.2
241449,7.0
241450,9.8
241451,12.2
241452,13.3
241453,13.2
241454,14.1
241455,15.9
241456,18.7
241457,21.0
241458,23.0
241459,24.2
241460,25.5
241461,27.1
241462,28.5
241463,29.6
241464,30.7
241465,31.8
241466,32.8
241467,33.7
241468,33.6
241469,32.9
241470,30.2
241471,23.3
241472,17.7
241473,17.0
241474,18.9
241475,21.6
241476,24.0
241477,26.0
241478,27.4
241479,27.8
241480,27.3
241481,26.4
241482,23.6
241483,19.3
241484,15.0
241485,11.7
241486,8.7
241487,7.8
241488,8.2
241489,10.0
241490,12.0
241491,15.1
241492,17.7
241493,21.7
241494,24.9
241495,27.5
241496,29.8
241497,32.0
241498,33.9
241499,35.6
241500,37.3
241501,38.7
241502,40.1
241503,41.2
241504,42.2
241505,43.2
241506,44.3
241507,45.1
241508,45.9
241509,46.5
241510,47.1
241511,47.6
241512,47.9
241513,48.3
241514,48.2
241515,47.3
241516,44.5
241517,39.4
241518,33.7
241519,28.0
241520,22.2
241521,16.4
241522,12.0
241523,8.6
241524,5.4
241525,0.2
241526,0.1
241527,0.0
