,时间,GPS车速
0,78614,6.8
1,78615,6.3
2,78616,9.5
3,78617,13.1
4,78618,15.8
5,78619,19.0
6,78620,22.2
7,78621,24.9
8,78622,26.5
9,78623,28.7
10,78624,30.6
11,78625,32.4
12,78626,34.1
13,78627,35.4
14,78628,36.6
15,78629,37.4
16,78630,37.7
17,78631,37.7
18,78632,37.2
19,78633,36.7
20,78634,36.4
21,78635,35.9
22,78636,34.8
23,78637,33.2
24,78638,31.4
25,78639,30.5
26,78640,30.5
27,78641,31.6
28,78642,32.7
29,78643,33.7
30,78644,34.3
31,78645,34.8
32,78646,35.2
33,78647,35.6
34,78648,35.2
35,78649,34.7
36,78650,34.2
37,78651,33.8
38,78652,33.7
39,78653,33.2
40,78654,32.9
41,78655,32.4
42,78656,31.6
43,78657,30.0
44,78658,27.8
45,78659,24.8
46,78660,21.6
47,78661,18.8
48,78662,15.1
49,78663,10.3
