时间,GPS车速
427592,0.0
427593,0.0
427594,0.0
427595,0.0
427596,0.0
427597,0.0
427598,0.0
427599,0.0
427600,0.0
427601,0.0
427602,0.0
427603,0.0
427604,0.0
427605,0.0
427606,0.0
427607,0.0
427608,0.0
427609,0.0
427610,0.0
427611,0.0
427612,0.0
427613,0.0
427614,0.0
427615,0.0
427616,0.0
427617,0.0
427618,0.0
427619,0.0
427620,0.0
427621,0.0
427622,0.0
427623,0.0
427624,0.0
427625,10.5
427626,12.4
427627,14.0
427628,15.6
427629,16.4
427630,16.7
427631,17.0
427632,18.6
427633,20.3
427634,21.9
427635,23.6
427636,24.7
427637,25.2
427638,25.7
427639,25.8
427640,25.3
427641,24.0
427642,23.0
427643,22.1
427644,21.1
427645,20.6
427646,20.1
427647,19.5
427648,19.6
427649,21.9
431323,48.9
431324,51.3
431325,51.8
431326,52.2
431327,51.7
431328,51.7
431329,51.2
431330,51.5
431331,52.0
431332,52.1
431333,49.5
431334,49.9
431335,49.8
431336,50.3
431337,48.9
431338,48.4
431339,47.4
431340,47.9
431341,47.0
431342,46.0
431343,44.4
431344,42.9
431345,41.3
431346,39.7
431347,38.3
431348,36.8
431349,35.3
431350,33.9
431351,33.9
431352,34.6
431353,35.3
431354,36.0
431355,36.8
431356,38.4
431357,40.1
431358,41.9
431359,42.3
431360,42.9
431361,44.3
431362,46.1
431363,47.8
431364,49.4
431365,51.0
431366,52.3
431367,53.4
431368,54.4
431369,55.0
431370,55.5
431371,56.0
431372,56.5
431373,57.0
431374,57.4
431375,57.4
431376,57.0
431377,56.6
431378,56.5
431379,56.4
431380,56.1
431381,56.4
431382,56.5
431383,56.9
431384,56.9
431385,57.0
431386,56.9
431387,57.0
431388,58.3
431389,58.8
431390,60.6
431391,60.5
431392,59.6
431393,58.5
431394,57.2
431395,55.9
431396,54.7
431397,53.8
431398,53.8
431399,53.3
431400,48.0
431401,44.7
431402,44.0
431403,43.9
431404,43.6
431405,44.6
431406,43.7
431407,45.2
431408,43.2
431409,40.9
431410,37.8
431411,35.7
431412,35.4
431413,35.9
431414,36.3
431415,36.2
431416,36.1
431417,34.6
431418,34.6
431419,35.1
431420,35.0
431421,34.9
431422,34.9
431423,33.7
431424,32.2
431425,31.1
431426,31.0
431427,31.0
431428,28.1
431429,21.4
431430,15.0
431431,12.9
431432,12.6
431433,13.1
431434,14.4
431435,15.5
431436,15.6
431437,15.5
431438,15.6
431439,18.2
431440,22.3
431441,25.2
431442,26.4
431443,27.3
431444,28.5
431445,28.9
431446,28.8
431447,28.4
431448,28.0
431449,27.7
431450,27.8
431451,28.3
431452,29.2
431453,30.1
431454,31.5
431455,32.7
431456,33.5
431457,33.8
431458,34.1
431459,35.0
431460,35.0
431461,34.5
431462,34.0
431463,35.3
431464,36.4
431465,38.1
431466,38.5
431467,39.8
431468,40.8
431469,41.6
431470,42.2
431471,42.5
431472,42.6
431473,42.7
431474,42.8
431475,42.8
431476,42.8
431477,42.9
431478,42.9
431479,42.9
431480,43.8
431481,45.5
431482,47.6
431483,48.6
431484,49.1
431485,50.1
431486,51.5
431487,52.8
431488,54.2
431489,55.3
431490,56.0
431491,57.2
431492,59.4
431493,61.7
431494,63.3
431495,65.8
431496,65.9
431497,67.4
431498,68.1
431499,69.0
431500,69.0
431501,69.6
431502,69.9
431503,70.1
431504,70.5
431505,75.0
431506,77.0
431507,79.1
431508,80.6
431509,81.9
431510,82.4
431511,82.9
431512,83.0
431513,83.4
431514,84.0
431515,85.9
431516,84.6
431517,84.9
431518,85.0
431519,84.9
431520,84.6
431521,84.4
431522,84.1
431523,84.1
431524,84.5
431525,84.6
431526,85.1
431527,85.3
431528,85.2
431529,84.7
431530,85.0
431531,84.9
431532,84.8
431533,84.6
431534,84.0
431535,84.1
431536,84.1
431537,86.0
431538,84.0
431539,83.2
431540,81.7
431541,82.5
431542,81.8
431543,81.1
431544,81.3
431545,81.8
431546,82.1
431547,82.3
431548,82.8
431549,82.7
431550,82.3
431551,81.9
431552,81.8
431553,81.3
431554,81.4
431555,81.5
431556,81.4
431557,81.4
431558,81.2
431559,81.2
431560,81.0
431561,81.0
431562,81.5
431563,81.6
431564,81.9
431565,81.9
431566,81.8
431567,81.9
431568,80.6
431569,80.5
431570,80.5
431571,80.5
431572,80.5
431573,80.9
431574,81.6
431575,82.0
431576,82.1
431577,82.6
431578,82.7
431579,84.2
431580,85.0
431581,85.8
431582,86.1
431583,86.2
431584,86.5
431585,86.5
431586,86.6
431587,87.0
431588,87.0
431589,86.0
431590,85.3
431591,85.0
431592,85.0
431593,85.1
431594,85.1
431595,85.0
431596,85.0
431597,84.9
431598,84.9
431599,84.9
431600,85.5
431601,85.8
431602,85.9
431603,86.0
431604,86.0
431605,86.0
431606,86.0
431607,86.0
431608,85.8
431609,85.5
431610,85.4
431611,85.3
431612,85.2
431613,85.1
431614,85.0
431615,84.7
431616,84.6
431617,84.3
431618,84.2
431619,84.1
431620,84.2
431621,84.6
431622,85.0
431623,85.3
431624,85.4
431625,85.6
431626,86.0
431627,86.1
431628,86.1
431629,86.0
431630,85.5
431631,85.2
431632,85.1
431633,84.6
431634,84.6
431635,84.8
431636,85.3
431637,85.7
431638,86.0
431639,86.4
431640,86.8
431641,87.3
431642,87.4
431643,87.3
431644,87.2
431645,87.0
431646,86.9
431647,86.8
431648,86.5
431649,86.3
431650,86.3
431651,86.2
431652,86.2
431653,86.1
431654,86.1
431655,86.0
431656,86.0
431657,86.1
431658,86.1
431659,86.1
431660,86.0
431661,86.5
431662,87.1
431663,84.2
431664,84.2
431665,84.2
431666,84.2
431667,86.8
431668,86.0
431669,85.0
431670,84.6
431671,84.2
431672,84.2
431673,84.2
431674,84.2
431675,84.2
431676,84.2
431677,84.2
431678,84.2
431679,84.2
431680,84.2
431681,84.2
431682,84.2
431683,84.2
431684,84.2
431685,84.2
431686,84.2
431687,84.2
431688,84.2
431689,84.2
431690,84.2
431691,84.2
431692,84.2
431693,84.2
431707,81.9
431708,81.0
431709,81.7
431710,84.0
431711,85.1
431712,85.1
431713,85.8
431714,85.8
431715,85.1
431716,85.6
431717,83.1
431718,82.7
431719,82.9
431720,81.6
431721,81.0
431722,79.8
431723,79.2
431724,78.0
431725,76.6
431726,74.9
431727,73.2
431728,71.7
431729,70.2
431730,69.2
431731,69.2
431732,68.4
431733,71.3
431734,72.1
431735,73.5
431736,73.5
431737,74.1
431738,74.9
431739,75.0
431740,74.6
431741,75.0
431742,74.9
431743,70.1
431744,69.1
431745,68.1
431746,67.0
431747,65.6
431748,64.3
431749,63.5
431750,62.7
431751,61.4
431752,59.6
431753,57.4
431754,54.9
431755,52.8
431756,51.1
431757,48.8
431758,46.1
431759,42.1
431760,38.0
431761,32.6
431762,27.6
431763,24.6
431764,23.6
431765,22.8
431766,22.7
431767,22.4
431768,22.3
431769,22.2
431770,22.7
431771,23.2
431772,22.1
431773,20.7
431774,20.2
431775,18.0
431776,14.3
431777,10.3
431778,6.1
431779,0.2
431780,0.0
