,时间,GPS车速
0,434775,8.5
1,434776,5.0
2,434777,0.2
3,434778,0.0
4,434779,0.0
5,434780,0.0
6,434781,0.0
7,434782,0.0
8,434783,0.0
9,434784,0.0
10,434785,0.0
11,434786,0.0
12,434787,0.0
13,434788,0.0
14,434789,0.0
15,434790,0.0
16,434791,0.0
17,434792,0.0
18,434793,0.0
19,434794,0.0
20,434795,0.0
21,434796,0.0
22,434797,0.0
23,434828,0.5
24,434829,7.5
25,434830,9.1
26,434831,10.9
27,434832,12.3
28,434833,13.8
29,434834,17.4
30,434835,20.9
31,434836,25.2
32,434837,27.7
33,434838,28.3
34,434839,29.1
35,434840,29.1
36,434841,29.0
37,434842,28.3
38,434843,27.1
39,434844,24.4
40,434845,22.3
41,434846,19.3
42,434847,17.7
43,434848,14.4
