,时间,GPS车速
0,417267,8.0
1,417268,4.4
2,417269,0.2
3,417270,0.1
4,417271,0.0
5,417272,0.0
6,417273,0.0
7,417274,0.0
8,417275,0.0
9,417276,0.0
10,417277,0.0
11,417278,0.0
12,417279,0.0
13,417280,0.0
14,417281,0.0
15,417282,0.0
16,417283,0.0
17,417284,0.0
18,417285,0.0
19,417286,0.0
20,417287,0.0
21,417288,0.0
22,417289,0.0
23,417290,0.0
24,417291,0.0
25,417292,0.0
26,417293,0.0
27,417294,0.0
28,417295,0.0
29,417296,0.0
30,417297,0.0
31,417298,0.0
32,417299,0.0
33,417300,0.0
34,417301,0.0
35,417302,0.0
36,417303,0.0
37,417312,0.0
38,417313,0.0
39,417314,0.0
40,417315,0.0
41,417316,0.0
42,417317,0.0
43,417318,0.0
44,417319,0.0
45,417320,0.0
46,417321,0.0
47,417322,0.0
48,417323,0.0
49,417324,0.0
50,417325,0.0
51,417326,0.0
52,417327,0.0
53,417328,0.0
54,417329,0.0
55,417330,0.0
56,417331,0.0
57,417332,0.0
58,417333,0.0
59,417334,0.0
60,417335,0.0
61,417336,0.0
62,417337,0.0
63,417338,0.0
64,417339,0.0
65,417340,0.0
66,417341,0.0
67,417342,0.0
68,417343,0.0
69,417344,0.0
70,417345,0.0
71,417346,0.0
72,417347,0.0
73,417348,0.0
74,417349,0.0
75,417350,0.0
76,417351,0.0
77,417352,0.0
78,417353,0.0
79,417354,0.0
80,417355,0.0
81,417356,0.0
82,417357,0.0
83,417358,0.0
84,417359,0.0
85,417360,0.0
86,417361,0.0
87,417362,0.0
88,417363,0.0
89,417364,0.0
90,417365,0.0
91,417366,0.0
92,417367,0.0
93,417368,0.0
94,417369,0.0
95,417370,0.0
96,417371,0.0
97,417372,0.0
98,417373,1.9
99,417374,0.0
100,417375,0.0
101,417376,0.0
102,417377,0.0
103,417378,0.2
104,417379,0.0
105,417380,0.0
106,417381,0.0
107,417382,0.3
108,417383,0.0
109,417384,0.0
110,417385,0.0
111,417386,0.0
112,417387,0.0
113,417388,0.0
114,417389,0.0
115,417390,0.0
116,417391,0.0
117,417392,0.0
118,417393,0.0
119,417394,0.3
120,417395,0.4
121,417396,0.5
122,417397,0.6
123,417398,0.6
124,417399,6.7
125,417400,8.0
126,417401,9.2
127,417402,9.6
128,417403,16.1
129,417404,18.1
130,417405,21.2
131,417406,28.1
132,417407,28.9
133,417408,28.9
134,417409,28.2
135,417410,29.1
136,417411,26.4
137,417412,26.2
138,417413,25.0
139,417414,24.2
140,417415,22.3
141,417416,19.8
142,417417,15.8
143,417418,12.7
144,417419,11.2
