时间,GPS车速
198027,0.0
198028,0.0
198029,0.0
198030,0.0
198031,0.0
198032,0.0
198033,0.0
198034,0.0
198035,0.0
198036,0.0
198037,0.0
198038,0.0
198039,0.0
198040,0.0
198041,0.0
198042,0.0
198043,0.0
198044,0.0
198045,0.0
198046,0.0
198047,0.0
198048,0.0
198049,0.0
198050,0.0
198051,0.0
198052,0.0
198053,0.0
198054,0.0
198569,45.3
198570,44.2
198571,44.1
198572,44.0
198573,42.9
198574,42.1
198681,46.1
198682,46.1
198683,46.2
198684,46.6
198685,46.7
198686,46.7
198687,46.8
198688,46.9
198689,49.2
198690,50.3
198691,50.0
198692,50.5
198693,51.4
198694,51.3
198695,51.7
198696,52.0
198697,52.9
198698,53.0
198699,53.7
198700,53.5
198701,55.2
198702,54.8
198703,55.3
198704,56.5
198705,56.5
198706,57.5
198707,57.9
198708,58.4
198709,59.3
198710,60.0
198711,60.0
198712,59.4
198713,59.5
198714,59.5
198715,59.6
198716,59.0
198717,59.2
198718,59.6
198719,59.6
198720,59.5
198721,59.5
198722,59.5
198723,58.4
198724,58.5
198725,57.8
198726,59.0
198727,58.7
198728,58.3
198729,57.9
198730,58.3
198731,58.8
198732,58.4
198733,58.5
198734,58.4
198735,58.3
198736,57.1
198737,56.6
198738,56.3
198739,55.8
198740,55.7
198741,56.1
198742,56.2
198743,56.2
198744,55.8
198745,55.9
198746,56.3
198747,56.3
198748,56.8
198749,56.6
198750,57.5
198751,57.3
198752,58.3
198753,57.8
198754,58.0
198755,58.1
198756,57.2
198757,57.6
198758,56.5
198759,55.5
198760,54.4
198761,53.6
198762,52.8
198763,52.4
198764,52.1
198765,51.7
198766,51.1
198767,51.2
198768,51.3
198769,52.0
198770,51.5
198771,53.0
198772,51.9
198773,52.4
198774,50.7
198775,50.0
198776,50.5
198777,51.5
198778,51.0
198779,50.5
198780,49.9
198781,49.5
198782,49.4
198783,50.9
198784,51.7
198785,51.7
198786,53.7
198787,54.3
198788,55.8
198789,57.0
198790,57.8
198791,57.9
198792,57.3
198793,57.4
198794,57.5
198795,57.5
198796,56.9
198797,55.5
198798,55.9
198799,55.4
198800,55.3
198801,56.6
198802,55.9
198803,56.2
198804,57.1
198805,57.2
198806,57.3
198807,58.2
198808,58.1
198809,59.1
198810,58.2
198811,57.3
198812,56.6
198813,55.5
198814,55.0
198815,54.1
198816,53.0
198817,53.4
198818,52.6
198819,52.5
198820,52.5
198821,51.7
198822,52.1
198823,52.5
198824,52.3
198825,56.0
198826,56.1
198827,56.5
198828,56.9
198829,58.0
198830,58.8
198831,59.6
198832,59.6
198833,59.1
198834,58.8
198835,58.7
198836,58.3
198837,58.2
198838,58.2
198839,59.6
198840,59.6
198841,58.8
198842,58.8
198843,59.1
198844,56.8
198845,56.5
198846,54.3
198847,53.8
198848,53.9
198849,53.9
198850,53.8
198851,53.8
198852,54.5
198853,55.0
198854,55.0
198855,55.0
198856,55.3
198857,55.3
198858,54.9
198859,54.8
198860,55.3
198861,54.8
198862,54.7
198863,54.7
198864,55.1
198865,55.1
198866,55.9
198867,55.8
198868,56.5
198869,56.4
198870,56.3
198871,56.5
198872,55.2
198873,55.1
198874,53.0
198875,52.9
198876,51.4
198877,51.4
198878,49.9
198879,50.0
198880,51.7
198881,51.8
198882,52.1
198883,51.8
198884,52.7
198885,52.6
198886,52.8
198887,52.9
198888,53.7
198889,54.2
198890,55.2
198891,55.3
198892,54.3
198893,55.1
198894,55.2
198895,56.7
198896,57.6
198897,57.2
198898,59.2
198899,58.7
198900,58.3
198901,58.8
198902,57.7
198903,58.0
198904,56.0
198905,55.9
198906,57.5
198907,56.5
198908,60.1
198909,58.7
198910,62.6
198911,63.5
198912,63.4
198913,63.3
198914,61.4
198915,60.5
198916,59.8
198917,59.8
198918,57.8
198919,56.4
198920,54.9
198921,55.2
198922,55.2
198923,55.0
198924,53.4
198925,52.5
198926,51.6
198927,51.7
198928,52.4
198929,52.9
198930,53.8
198931,53.3
198932,53.7
198933,54.0
198934,55.4
198935,55.0
198936,60.5
198937,60.9
198938,61.0
198939,61.4
198940,60.9
198941,62.2
198942,62.3
198943,62.3
198944,64.6
198945,65.7
198946,66.0
198947,66.1
198948,65.8
198949,65.4
198950,66.4
198951,67.2
198952,67.9
198953,67.6
198954,67.1
198955,67.1
198956,67.8
198957,67.6
198958,68.5
198959,68.1
198960,66.6
198961,66.3
198962,66.0
198963,65.6
198964,64.5
198965,63.9
198966,63.3
198967,62.9
198968,61.8
198969,61.8
198970,59.5
198971,60.1
198972,56.9
198973,56.8
198974,55.6
198975,55.3
198976,54.9
198977,54.9
198978,54.4
198979,54.3
198980,54.3
198981,54.6
198982,54.7
198983,55.4
198984,55.2
198985,55.4
198986,57.4
198987,56.3
198988,56.0
198989,55.9
198990,56.0
198991,56.0
198992,55.6
198993,55.1
198994,55.1
198995,55.0
198996,55.0
198997,54.9
198998,54.6
198999,53.9
199000,53.6
199001,53.9
199002,53.7
199003,53.1
199004,52.7
199005,52.9
199006,52.3
199007,52.9
199008,52.9
199009,52.8
199010,52.5
199011,51.9
199012,51.9
199013,51.9
199014,50.5
199015,50.9
199016,49.0
199017,48.9
199018,48.8
199019,48.8
199020,49.3
199021,49.3
199022,51.0
199023,50.4
199024,53.2
199025,52.9
199026,53.0
199027,53.9
199028,54.2
199029,54.8
199030,54.8
199031,54.8
199032,55.2
199033,57.0
199034,57.5
199035,57.2
199036,56.0
199037,55.5
199038,55.4
199039,55.5
199040,54.7
199041,54.3
199042,54.2
199043,52.1
199044,52.2
199045,52.9
199046,52.5
199047,52.0
199048,50.7
199049,50.8
199050,50.8
199051,50.3
199052,49.8
199053,48.3
199054,48.2
199055,48.3
199056,49.4
199057,49.3
199058,48.6
199059,48.7
199060,48.6
199061,48.1
199062,48.6
199063,48.3
199064,48.3
199065,49.1
199066,48.1
199067,48.0
199068,48.0
199069,48.2
199070,48.1
199071,47.0
199072,44.9
199073,44.6
199074,43.8
199075,43.9
199076,42.3
199077,42.9
199078,40.7
199079,40.7
199080,39.7
199081,39.0
199082,38.4
199083,38.3
199084,37.6
199085,36.6
199086,36.0
199087,35.5
199088,34.9
199089,33.3
199090,31.2
199091,30.1
199092,29.5
199093,28.7
199094,26.2
199095,25.2
199096,24.3
199097,22.3
199098,18.8
199099,16.0
199100,12.2
199101,0.0
