,时间,GPS车速
0,489871,8.2
1,489872,6.4
2,489873,3.6
3,489874,2.8
4,489875,1.4
5,489876,0.0
6,489877,0.0
7,489878,0.0
8,489879,0.0
9,489880,0.0
10,489881,0.0
11,489882,0.0
12,489883,0.0
13,489884,0.0
14,489885,0.0
15,489886,0.0
16,489887,0.0
17,489888,0.0
18,489889,0.0
19,489890,0.0
20,489891,0.0
21,489892,0.0
22,489893,0.0
23,489894,0.0
24,489895,0.0
25,489896,0.0
26,489897,0.0
27,489898,0.0
28,489899,0.0
29,489900,0.0
30,489901,0.0
31,489902,0.0
32,489903,0.0
33,489904,0.0
34,489905,0.0
35,489906,0.0
36,489907,0.0
37,489908,0.0
38,489909,0.0
39,489910,0.0
40,489911,0.0
41,489912,0.0
42,489913,0.0
43,489914,0.0
44,489915,0.0
45,489916,0.0
46,489917,0.0
47,489918,0.0
48,489919,0.0
49,489920,0.0
50,489921,0.0
51,489922,0.0
52,489923,0.0
53,489924,0.0
54,489925,0.0
55,489926,0.0
56,489927,0.0
57,489928,0.0
58,489929,0.0
59,489930,0.0
60,489931,0.0
61,489932,0.0
62,489933,0.0
63,489934,0.0
64,489935,0.0
65,489936,0.0
66,489937,0.0
67,489938,0.0
68,489939,0.0
69,489940,0.0
70,489941,0.0
71,489942,0.0
72,489943,0.0
73,489944,0.0
74,489945,0.0
75,489946,0.0
76,489947,0.0
77,489948,0.0
78,489949,0.0
79,489950,0.0
80,489951,0.0
81,489952,0.0
82,489953,0.0
83,489954,0.0
84,489955,0.0
85,489956,0.0
86,489957,0.0
87,489958,0.0
88,489959,0.0
89,489960,0.0
90,489961,0.0
91,489962,0.0
92,489963,0.0
93,489964,0.0
94,489965,0.0
95,489966,0.0
96,489967,0.0
97,489968,0.0
98,489969,0.0
99,489970,0.0
100,489971,0.0
101,489972,0.0
102,489973,0.0
103,489974,0.0
104,489975,0.0
105,489976,0.0
106,489977,0.0
107,489978,0.0
108,489979,0.0
109,489980,0.0
110,489981,0.0
111,489982,0.0
112,489983,0.0
113,489984,0.0
114,489985,0.0
115,489986,0.0
116,489987,3.2
117,489988,4.0
118,489989,4.8
119,489990,5.8
120,489991,7.7
121,489992,9.5
122,489993,9.1
123,489994,9.1
124,490243,0.3
125,490244,0.4
126,490245,0.0
127,490246,0.0
128,490247,0.0
129,490248,0.0
130,490249,0.3
131,490250,0.4
132,490251,5.3
133,490252,6.1
134,490253,9.8
135,490254,10.8
136,490255,11.2
137,490256,12.2
138,490257,13.0
139,490258,14.5
140,490259,15.1
141,490260,15.4
142,490261,14.7
143,490262,14.6
144,490263,13.7
145,490264,14.0
146,490265,14.1
147,490266,14.3
148,490267,13.5
149,490268,12.7
150,490269,12.7
151,490270,12.6
152,490271,13.0
153,490272,13.0
154,490273,12.9
155,490274,12.8
156,490275,13.2
157,490276,13.2
158,490277,13.5
159,490278,13.0
160,490279,13.2
161,490280,13.8
162,490281,14.6
163,490282,15.4
164,490283,16.2
165,490284,17.1
166,490285,17.0
167,490286,17.2
168,490287,17.8
169,490288,18.1
170,490289,18.5
171,490290,19.0
172,490291,19.0
173,490292,19.1
174,490293,19.5
175,490294,19.8
176,490295,20.1
177,490296,20.2
178,490297,20.3
179,490298,19.9
180,490299,19.6
181,490300,19.6
182,490301,20.0
183,490302,20.3
184,490303,20.9
185,490304,22.0
186,490305,22.7
187,490306,23.7
188,490307,24.5
189,490308,25.7
190,490309,26.7
191,490310,27.1
192,490311,27.0
193,490312,27.7
194,490313,30.0
195,490314,30.4
196,490315,30.5
197,490316,31.0
198,490317,31.6
199,490318,32.0
200,490319,31.3
201,490320,31.4
202,490321,31.9
203,490322,31.6
204,490323,31.0
205,490324,30.7
206,490325,29.6
207,490326,29.6
208,490327,29.0
209,490328,27.7
210,490329,25.6
211,490330,24.6
212,490331,22.4
213,490332,21.8
214,490333,22.7
215,490334,23.3
216,490335,23.4
217,490336,23.3
218,490337,23.1
219,490338,22.5
220,490339,21.8
221,490340,21.9
222,490341,22.6
223,490342,22.9
224,490343,23.0
225,490344,23.3
226,490345,23.9
227,490346,23.9
228,490347,24.7
229,490348,24.6
230,490349,25.3
231,490350,26.5
232,490351,28.2
233,490352,28.6
234,490353,29.4
235,490354,29.5
236,490355,30.1
237,490356,30.1
238,490357,30.7
239,490358,31.2
240,490359,32.1
241,490360,32.0
242,490361,32.0
243,490362,32.0
244,490363,32.0
245,490364,32.1
246,490365,32.4
247,490366,32.9
248,490367,33.8
249,490368,31.8
250,490369,32.1
251,490370,32.6
252,490371,32.7
253,490372,32.4
254,490373,32.4
255,490374,33.0
256,490375,33.1
257,490376,33.1
258,490377,31.8
259,490378,31.1
260,490379,30.1
261,490380,29.2
262,490381,28.0
263,490382,27.5
264,490383,27.1
265,490384,27.0
266,490385,25.6
267,490386,24.1
268,490387,23.2
269,490388,21.7
270,490389,20.6
271,490390,20.7
272,490391,21.4
273,490392,22.9
274,490393,25.1
275,490394,27.3
276,490395,28.6
277,490396,29.3
278,490397,30.8
279,490398,31.1
280,490400,32.8
281,490401,33.7
282,490402,34.6
283,490403,34.3
284,490404,34.7
285,490405,34.7
286,490406,34.3
287,490407,33.9
288,490408,33.9
289,490409,33.0
290,490410,32.5
291,490411,31.9
292,490412,31.6
293,490413,31.0
294,490414,30.9
295,490415,30.6
296,490416,30.5
297,490417,30.2
298,490418,29.5
299,490419,27.7
300,490420,25.9
301,490421,25.4
302,490422,25.0
303,490423,25.0
304,490424,25.1
305,490425,24.4
306,490426,23.4
307,490427,22.0
308,490428,20.5
309,490429,19.1
310,490430,18.0
311,490431,17.2
312,490432,16.0
313,490433,15.5
314,490434,14.2
315,490435,12.2
316,490436,10.0
