,时间,GPS车速
0,409460,8.5
1,409461,4.2
2,409462,3.1
3,409463,2.3
4,409464,1.5
5,409465,0.0
6,409466,0.0
7,409467,0.0
8,409468,0.0
9,409469,0.0
10,409470,2.3
11,409471,3.1
12,409472,3.4
13,409473,7.6
14,409474,10.5
15,409475,14.0
16,409476,14.4
17,409477,16.7
18,409478,18.2
19,409479,19.9
20,409480,21.5
21,409481,25.5
22,409482,26.8
23,409483,26.9
24,409484,24.1
25,409535,45.9
26,409701,52.6
27,409702,51.1
28,409703,48.3
29,409704,45.9
30,409705,45.2
31,409706,44.9
32,409707,42.5
33,409708,39.4
34,409709,36.8
35,409710,35.3
36,409711,35.3
37,409712,35.3
38,409713,34.2
39,409714,34.3
40,409715,34.4
41,409716,32.6
42,409717,32.7
43,409718,32.2
44,409719,31.7
45,409720,31.3
46,409721,32.1
47,409722,29.5
48,409723,26.5
49,409724,26.6
50,409725,24.6
51,409726,24.0
52,409727,22.8
53,409728,22.7
54,409729,21.9
55,409730,22.0
56,409731,18.5
57,409732,14.6
