,时间,GPS车速
0,360694,8.6
1,360695,9.2
2,360696,12.1
3,360697,13.6
4,360698,14.9
5,360699,17.4
6,360700,19.5
7,360701,19.8
8,360702,22.5
9,360703,22.6
10,360704,25.7
11,360705,27.5
12,360706,27.9
13,360707,28.3
14,360708,29.0
15,360710,28.6
16,360711,28.6
17,360712,29.1
18,360714,29.9
19,360715,31.0
20,360716,30.9
21,360717,30.8
22,360718,30.3
23,360719,29.6
24,360720,29.1
25,360722,27.9
26,360723,25.5
27,360724,24.9
28,360725,24.1
29,360726,22.8
30,360727,22.7
31,360728,22.4
32,360729,21.5
33,360730,18.2
34,360731,17.0
35,360732,21.3
36,360733,23.5
37,360734,25.1
38,360735,26.8
39,360736,29.0
40,360737,30.6
41,360738,30.5
42,360739,27.0
43,360740,21.1
44,360741,17.0
45,360742,15.1
46,360743,13.6
47,360744,13.3
48,360745,14.5
49,360746,18.6
50,360747,29.0
51,360748,24.5
52,360749,25.7
53,360750,26.6
54,360751,26.7
55,360752,27.9
56,360753,29.8
57,360754,29.8
58,360755,30.5
59,360756,30.1
60,360757,31.9
61,360758,32.2
62,360759,29.1
63,360760,32.3
64,360761,30.1
65,360762,29.7
66,360763,27.9
67,360764,24.3
68,360765,18.4
69,360766,15.5
70,360767,12.2
