时间,GPS车速
71033,9.8
71034,7.6
71035,6.7
71036,20.2
71037,24.5
71038,26.7
71039,26.1
71040,25.5
71041,24.9
71042,24.5
71043,24.0
71044,22.4
71045,22.7
71046,21.7
71047,21.0
71048,20.5
71049,21.2
71050,21.3
71051,19.9
71052,17.0
71053,17.8
71054,19.6
71055,22.5
71056,24.4
71057,27.3
71058,29.0
71059,30.9
71060,30.2
71061,27.3
71062,23.2
71063,17.6
71064,14.4
71065,14.8
71066,14.1
71067,13.3
71068,13.3
71069,14.9
71070,18.3
71071,21.3
71072,22.8
71073,24.7
71074,27.0
71075,27.9
71076,27.1
71077,26.6
71078,25.4
71079,25.1
71080,24.3
71081,24.8
71082,25.7
71083,24.8
71084,23.9
71085,22.2
71086,22.2
71087,20.7
71088,20.0
71089,19.2
71090,17.9
71091,16.5
71092,16.4
71093,17.3
71094,19.4
71095,22.0
71096,23.8
71097,26.3
71185,21.6
71186,22.3
71187,22.8
71188,22.7
71189,21.2
71190,20.5
71191,21.4
71192,20.8
71193,20.9
71194,20.9
71195,23.1
71196,24.3
71197,22.7
71198,21.5
71199,16.7
71200,22.9
71201,26.4
71202,28.1
71203,28.6
71204,28.0
71205,28.0
71206,29.4
71207,29.8
71208,31.0
71209,31.1
71210,31.7
71211,28.7
71212,23.7
71213,24.1
71214,24.0
71215,23.6
71216,23.5
71217,23.5
71218,24.1
71219,23.3
71220,22.9
71221,24.4
71222,25.6
71223,24.8
71224,24.0
71225,25.8
71226,29.4
72036,30.7
72037,31.7
72038,31.6
72039,31.1
72040,31.4
72041,30.2
72042,32.8
72043,32.3
72044,30.5
72045,31.7
72046,30.2
72047,25.6
72048,26.6
72049,26.6
72050,29.6
72051,30.3
72052,31.2
72053,32.0
72054,33.6
72055,34.4
72056,34.0
72057,34.1
72058,32.9
72059,32.9
72060,30.0
72061,28.0
72062,26.5
72063,25.9
72064,22.0
72065,16.1
72066,11.2
72067,12.3
72068,17.3
72069,22.5
72070,25.5
72071,25.8
72072,27.5
72073,27.7
72074,26.8
72075,27.6
72076,31.0
72077,31.0
72078,33.4
72079,34.3
72080,38.3
72081,41.4
72082,44.4
72083,44.4
72084,45.0
72085,44.1
72086,42.8
72087,40.4
72088,38.2
72089,37.6
72090,37.5
72091,34.9
72092,35.4
72093,34.0
72094,31.8
72095,31.8
72096,31.9
72097,31.9
72098,36.8
72099,38.4
72100,39.9
72101,40.6
72102,42.0
72103,42.0
72104,42.0
72105,42.9
