,时间,GPS车速
0,196833,9.0
1,196834,6.1
2,196835,6.0
3,196836,6.9
4,196837,7.0
5,196838,8.0
6,196839,9.3
7,196840,10.1
8,196841,11.9
9,196842,15.2
10,196843,16.2
11,196844,16.7
12,196845,17.8
13,196846,18.8
14,196847,17.8
15,196848,17.9
16,196849,18.2
17,196850,21.0
18,196851,21.8
19,196852,22.5
20,196853,22.8
21,196854,23.6
22,196855,25.9
23,196856,26.6
24,196857,26.0
25,196858,24.0
26,196859,23.9
27,196860,22.4
28,196861,21.9
29,196862,21.5
30,196863,22.0
31,196864,22.0
32,196865,21.0
33,196866,16.5
34,196867,15.8
35,196868,15.1
36,196869,14.7
37,196870,15.1
38,196871,16.5
39,196872,18.5
40,196873,20.2
41,196874,23.9
42,196875,24.4
43,196876,25.7
44,196877,26.1
45,196878,29.3
46,196879,29.7
47,196880,31.2
48,196881,31.2
49,196882,31.1
50,196883,31.1
51,196884,26.2
52,196885,23.6
53,196886,11.1
