时间,GPS车速
2762,0.0
2763,0.0
2764,0.0
2765,0.0
2766,0.0
2767,0.0
2768,0.0
2769,0.0
2770,0.0
2771,0.0
2772,0.0
2773,0.0
2774,0.0
2775,0.0
2776,0.0
2777,0.0
2778,0.0
2779,0.0
2780,0.0
2781,0.0
2782,0.0
2783,0.0
2784,0.0
2785,0.0
2786,0.0
2787,0.0
2788,0.0
2789,0.0
2790,0.0
2791,0.0
2792,0.0
2793,0.0
2794,0.0
2795,0.0
2796,0.0
2797,0.0
2798,0.0
2799,0.0
2800,0.0
2801,0.0
2802,0.0
2803,0.0
2804,0.0
2805,0.0
2806,0.0
2807,0.0
2808,0.0
2809,0.0
2810,0.0
2811,0.0
2812,0.0
2813,0.0
2814,0.0
2815,0.0
2816,0.0
2817,0.0
2818,0.0
2819,0.0
2820,0.0
2821,0.0
2822,0.0
2823,0.0
2824,0.0
2825,15.3
2826,17.1
2827,18.0
2828,18.2
2829,19.5
2830,19.9
2831,20.7
2832,22.8
2833,22.8
2834,23.8
2835,25.5
2836,25.4
2837,26.5
2838,26.0
2839,27.4
2840,28.5
2841,29.1
2842,30.1
2843,30.5
2844,31.2
2845,31.3
2846,32.1
2847,32.5
2848,33.1
2849,33.9
2850,34.2
2851,33.7
2852,34.5
2853,35.3
2854,35.4
2855,35.7
2856,35.0
2857,34.5
2858,34.6
2859,34.5
2860,34.0
2861,34.5
2862,34.4
2863,33.8
2864,34.2
2865,33.8
2866,32.9
2867,32.6
2868,32.0
2869,31.9
2870,31.0
2871,31.3
2872,31.4
2873,31.5
2874,32.3
2875,33.7
2876,35.8
2877,35.7
2878,36.0
2879,36.0
2880,36.3
2881,36.7
2882,36.2
2883,35.8
2884,36.0
2885,35.9
2886,35.5
2887,35.5
2888,34.1
2889,33.5
2890,32.8
2891,31.3
2892,29.2
2893,29.2
2894,28.1
2895,27.4
2896,26.5
2897,26.8
2898,26.8
2899,26.4
2900,27.4
2901,27.4
2902,27.1
2903,26.2
2904,24.9
2905,24.9
2906,24.9
2907,26.3
2908,25.5
2909,25.9
2910,23.9
2911,22.4
2912,21.5
2913,23.3
2914,23.9
2915,24.9
2916,26.2
2917,27.4
2918,28.0
2919,28.6
2920,28.7
2921,29.5
2922,29.8
2923,31.2
2924,30.8
2925,30.9
2926,31.0
2927,29.8
2928,29.3
2929,28.8
2930,28.4
2931,27.9
2932,27.8
2933,27.2
2934,25.9
2935,25.8
2936,25.2
2937,25.4
2938,25.3
2939,24.9
2940,24.9
2941,24.9
2942,24.5
2943,24.4
2944,24.3
2945,22.7
2946,20.0
2947,17.8
2948,16.2
2949,16.7
2950,19.8
2951,21.3
2952,20.8
2953,20.2
2954,20.6
2955,21.9
2956,21.9
2957,22.9
2958,23.4
2959,24.9
2960,24.9
2961,24.1
2962,23.5
2963,22.3
2964,22.9
2965,22.6
2966,22.9
2967,23.3
2968,24.8
2969,23.8
2970,22.6
2971,22.1
2972,20.7
2973,18.6
2974,14.1
2975,9.9
2976,9.5
2977,10.3
2978,11.8
2979,11.9
2980,11.5
2981,10.8
2982,8.1
2983,8.5
2984,7.9
2985,6.5
2986,7.6
2987,9.0
2988,11.1
2989,10.5
2990,0.0
