时间,GPS车速
490607,0.0
490608,0.0
490609,0.0
490610,0.0
490611,0.0
490612,0.0
490613,0.0
490614,0.0
490615,0.0
490616,0.0
490617,0.0
490618,0.0
490619,0.0
490620,0.0
490621,0.0
490622,0.0
490623,0.0
490624,0.0
490625,0.0
490626,0.0
490627,0.0
490628,0.0
490629,0.0
490630,0.0
490631,10.7
490632,11.5
490633,13.3
490634,15.4
490635,17.4
490636,18.7
490637,19.4
490638,20.5
490639,21.9
490640,21.3
490641,22.7
490642,22.8
490643,21.6
490644,19.8
490645,19.7
490646,20.1
490647,21.5
490648,21.4
490649,21.0
490650,21.4
490651,22.7
490652,24.8
490653,24.7
490654,25.4
490655,25.7
490656,26.3
490657,26.4
490658,27.1
490659,27.1
490660,27.0
490661,28.1
490662,28.2
490663,27.8
490664,27.3
490665,27.2
490666,26.9
490667,25.9
490668,25.9
490669,24.9
490670,24.0
490671,23.1
490672,21.4
490673,20.8
490674,20.4
490675,19.5
490676,17.7
490677,16.0
490678,13.8
490679,10.5
490680,8.6
490681,8.0
490682,5.1
490683,4.2
490684,4.3
490685,5.5
490686,7.5
490687,8.8
490688,11.8
490689,13.5
490690,15.5
490691,16.9
490692,17.5
490693,17.6
490694,18.0
490695,18.6
490696,19.7
490697,21.6
490698,20.8
490699,21.1
490700,22.7
490701,22.6
490702,22.2
490703,22.8
490704,23.8
490705,23.7
490706,24.3
490707,24.3
490708,24.0
490709,23.5
490710,23.1
490711,23.2
490712,22.2
490713,22.1
490714,21.8
490715,21.8
490716,21.9
490717,21.8
490718,21.0
490719,20.7
490720,20.8
490721,20.7
490722,20.7
490723,21.4
490724,20.5
490725,19.9
490726,20.0
490727,19.7
490728,19.3
490729,18.6
490730,17.9
490731,17.5
490732,16.3
490733,12.1
490734,0.0
