,时间,GPS车速
0,184581,8.1
1,184582,0.3
2,184583,0.1
3,184584,0.2
4,184585,0.2
5,184586,0.2
6,184587,0.2
7,184588,0.0
8,184589,0.0
9,184590,0.0
10,184591,0.0
11,184592,0.0
12,184593,0.3
13,184594,0.4
14,184595,0.4
15,184596,6.8
16,184597,6.9
17,184598,7.6
18,184599,7.7
19,184600,11.1
20,184601,11.4
21,184602,16.3
22,184603,17.1
23,184604,20.1
24,184605,20.2
25,184606,22.2
26,184607,23.0
27,184608,23.9
28,184609,24.3
29,184610,24.2
30,184611,23.5
31,184612,20.3
32,184613,19.9
33,184614,16.2
34,184615,16.2
35,184616,19.4
36,184617,19.9
37,184618,21.2
38,184619,21.2
39,184620,20.1
40,184621,20.0
41,184622,18.8
42,184623,18.8
43,184624,19.2
44,184625,19.1
45,184626,17.5
46,184627,16.2
47,184628,11.0
48,184629,10.7
