,时间,GPS车速
0,433326,9.5
1,433327,0.0
2,433328,0.0
3,433329,0.1
4,433330,0.1
5,433331,0.0
6,433332,0.0
7,433333,0.0
8,433334,0.0
9,433335,0.0
10,433336,0.0
11,433337,0.0
12,433338,0.0
13,433339,0.0
14,433340,0.0
15,433341,0.0
16,433342,0.0
17,433343,0.0
18,433344,0.0
19,433345,0.0
20,433346,0.0
21,433347,0.0
22,433348,0.0
23,433349,0.0
24,433350,0.0
25,433351,0.0
26,433352,0.0
27,433353,0.0
28,433354,0.0
29,433355,0.0
30,433356,0.0
31,433357,0.0
32,433358,0.0
33,433359,0.0
34,433360,0.0
35,433361,0.0
36,433362,0.0
37,433363,0.0
38,433364,0.0
39,433365,0.0
40,433366,0.0
41,433367,0.0
42,433368,0.0
43,433369,0.0
44,433370,0.0
45,433371,0.0
46,433372,0.0
47,433373,0.0
48,433374,0.0
49,433375,0.0
50,433376,0.0
51,433377,0.0
52,433378,0.0
53,433379,0.0
54,433380,0.0
55,433381,0.0
56,433382,0.0
57,433383,0.0
58,433384,0.0
59,433385,0.0
60,433386,0.0
61,433387,0.0
62,433388,0.0
63,433389,0.0
64,433390,0.0
65,433391,0.0
66,433392,0.0
67,433393,0.0
68,433394,0.0
69,433581,0.0
70,433582,0.0
71,433583,0.0
72,433584,0.0
73,433585,0.0
74,433586,0.0
75,433587,0.0
76,433588,0.0
77,433589,0.0
78,433590,0.0
79,433591,0.0
80,433592,0.0
81,433593,0.0
82,433594,0.0
83,433595,0.0
84,433596,0.0
85,433597,0.0
86,433598,0.0
87,433599,0.0
88,433600,0.0
89,433601,0.3
90,433602,11.5
91,433603,13.9
92,433604,13.7
93,433605,11.7
94,433606,11.6
95,433607,11.2
96,433608,12.0
97,433609,10.8
