时间,GPS车速
361991,0.0
361992,0.0
361993,0.0
361994,0.0
361995,0.0
361996,0.0
361997,0.0
361998,0.0
361999,0.0
362000,0.0
362001,0.0
362002,0.0
362003,0.0
362004,0.0
362005,0.0
362006,0.0
362007,0.0
362008,0.0
362009,0.0
362010,0.0
362011,0.0
362012,0.0
362013,0.0
362014,0.0
362015,0.0
362016,12.4
362017,15.0
362018,18.1
362019,22.1
362020,25.4
362021,27.7
362022,31.7
362023,31.8
362024,32.7
362025,33.1
362026,35.2
362027,36.5
362028,37.0
362029,38.9
362030,40.3
362031,40.7
362032,41.2
362033,42.5
362034,43.1
362035,43.2
362036,43.6
362037,43.1
362038,43.6
362039,44.3
362040,42.8
362041,42.3
362042,41.8
362043,41.0
362044,39.9
362045,39.4
362046,38.9
362047,38.3
362048,38.7
362049,38.4
362050,37.7
362051,37.6
362052,38.2
362053,39.2
362054,38.0
362055,36.6
362056,33.5
362057,29.3
362058,29.3
362059,27.7
362060,24.4
362061,20.9
362062,18.7
362063,18.6
362064,18.6
362065,21.8
362066,24.8
362067,30.4
362068,31.0
362069,32.7
362070,34.0
362071,34.1
362072,34.0
362073,30.0
362074,29.4
362075,27.9
362076,29.4
362077,29.7
362078,29.0
362079,22.6
362080,19.3
362081,15.5
362082,16.0
362083,16.5
362084,17.0
362085,16.3
362086,16.8
362087,15.6
362088,13.6
362089,9.9
362090,9.0
362091,7.7
362092,7.2
362093,7.4
362094,7.4
362095,6.9
362096,8.0
362097,10.7
362098,10.3
362099,8.8
362100,8.8
362101,8.3
362102,7.5
362103,5.5
362104,4.8
362105,4.8
362106,6.2
362107,10.2
362108,13.2
362109,14.7
362110,16.1
362111,18.3
362112,19.5
362113,20.8
362114,21.6
362115,23.3
362116,25.0
362117,25.8
362118,25.9
362119,25.2
362120,25.2
362121,24.9
362122,25.0
362123,26.4
362124,26.5
362125,26.4
362126,26.5
362127,24.4
362128,24.0
362129,24.5
362130,25.2
362131,25.2
362132,25.8
362133,25.7
362134,25.2
362135,25.4
362136,25.3
362137,24.6
362138,24.5
362139,23.3
362140,23.0
362141,22.9
362142,23.0
362143,23.0
362144,23.0
362145,23.2
362146,23.1
362147,22.4
362148,22.7
362149,23.4
362150,23.9
362151,24.2
362152,24.6
362153,26.8
362154,27.5
362155,28.1
362156,28.6
362157,29.5
362158,29.0
362159,29.0
362160,29.5
362161,30.5
362162,30.5
362163,31.0
362164,31.3
362165,30.8
362166,29.2
362167,27.3
362168,24.6
362169,23.2
362170,22.7
362171,22.8
362172,22.8
362173,23.8
362174,24.3
362175,25.3
362176,26.2
362177,27.3
362178,28.3
362179,30.2
362180,30.7
362181,31.9
362182,32.0
362183,31.5
362184,32.3
362185,34.2
362186,35.0
362187,35.6
362188,36.8
362189,40.0
362190,38.9
362191,36.8
362192,31.2
362193,28.2
362194,29.1
362195,27.8
362196,26.0
362197,24.9
362322,29.0
362323,27.6
362324,23.2
362325,20.7
362326,17.4
362327,16.2
362328,14.2
362329,14.3
362330,15.1
362331,17.0
362332,19.2
362333,19.4
362334,21.0
362335,20.5
362336,20.9
362337,21.3
362338,16.7
362339,12.7
362340,7.6
362341,5.2
362342,5.2
362343,4.6
362344,8.2
362345,12.1
362346,16.5
362347,17.6
362348,21.0
362349,23.0
362350,24.2
362351,24.3
362352,25.4
362353,24.6
362354,23.5
362355,23.4
362356,20.7
362357,19.1
362358,14.6
362359,12.3
362360,11.0
362361,8.2
362362,9.0
362363,6.7
362364,4.7
362365,0.2
362366,0.0
