,时间,GPS车速
0,341494,8.2
1,341495,7.3
2,341496,7.5
3,341497,8.0
4,341498,8.7
5,341499,9.4
6,341500,10.1
7,341501,11.8
8,341502,12.4
9,341503,13.8
10,341504,18.2
11,341505,19.5
12,341506,19.4
13,341507,18.5
14,341508,18.1
15,341509,17.5
16,341510,16.3
17,341511,14.8
18,341512,13.6
19,341513,13.0
20,341514,12.4
21,341515,11.4
22,341516,13.1
23,341517,15.2
24,341518,15.2
25,341519,17.9
26,341520,18.0
27,341521,18.1
28,341522,18.1
29,341523,19.2
30,341524,19.8
31,341525,21.2
32,341526,20.4
33,341527,21.1
34,341528,21.2
35,341529,18.3
36,341530,16.5
37,341531,16.3
38,341532,16.3
39,341533,15.7
40,341534,15.7
41,341535,17.0
42,341536,16.4
43,341537,15.5
44,341538,15.5
45,341539,15.5
46,341543,17.6
47,341573,15.5
48,341574,15.5
49,341575,15.5
50,341577,17.6
51,341578,17.6
52,341579,17.6
53,341580,17.6
54,341581,17.6
55,341582,17.6
56,341583,17.6
57,341584,17.6
58,341585,17.6
59,341586,17.6
60,341587,17.6
61,341588,17.6
62,341589,17.6
63,341590,17.6
64,341591,17.6
65,341592,17.6
66,341593,17.6
67,341598,40.3
68,341599,42.0
69,341600,45.0
70,341601,46.9
71,341602,47.6
72,341603,48.2
73,341604,52.9
74,341605,54.9
75,341606,57.1
76,341607,57.0
77,341608,58.0
78,341609,59.3
79,341610,60.4
80,341611,60.9
81,341612,59.8
82,341613,60.9
83,341614,61.8
84,341615,61.3
85,341616,61.4
86,341617,61.5
87,341618,59.5
88,341619,59.4
89,341620,57.9
90,341621,57.1
91,341622,55.6
92,341623,54.5
93,341624,54.3
94,341625,53.8
95,341626,52.4
