,时间,GPS车速
0,439960,9.2
1,439961,4.8
2,439962,3.2
3,439963,2.2
4,439964,2.3
5,439965,2.9
6,439966,2.8
7,439967,2.9
8,439968,3.2
9,439969,4.1
10,439970,5.1
11,439971,7.7
12,439972,8.3
13,439973,11.7
14,439974,14.9
15,439975,18.5
16,439976,20.6
17,439977,22.4
18,439978,23.8
19,439979,26.0
20,439980,27.0
21,439981,27.9
22,439982,28.7
23,439983,29.3
24,439984,30.2
25,439985,31.5
26,439986,31.2
27,439987,32.6
28,439988,32.6
29,439989,32.7
30,439990,34.0
31,439991,34.4
32,439992,34.7
33,439993,35.8
34,439994,36.9
35,439995,36.2
36,439996,36.2
37,439997,36.0
38,439998,36.7
39,439999,35.4
40,440000,36.0
41,440001,35.9
42,440002,36.0
43,440003,36.6
44,440004,36.7
45,440005,37.4
46,440006,38.3
47,440007,40.5
48,440008,42.3
49,440009,44.6
50,440010,45.2
51,440011,45.9
52,440012,44.9
53,440013,43.5
54,440014,41.9
55,440015,39.0
56,440016,36.7
57,440017,32.9
58,440018,30.5
59,440019,29.5
60,440020,23.1
61,440021,19.4
62,440022,15.9
63,440023,13.1
