,时间,GPS车速
0,441836,7.5
1,441837,5.6
2,441838,4.4
3,441839,4.0
4,441840,3.8
5,441841,3.7
6,441842,0.0
7,441843,0.0
8,441844,0.0
9,441845,0.0
10,441846,0.0
11,441847,0.0
12,441848,0.0
13,441849,0.0
14,441850,0.0
15,441851,0.0
16,441852,0.0
17,441853,0.0
18,441854,0.0
19,441855,0.0
20,441856,0.0
21,441857,0.0
22,441858,0.0
23,441859,0.0
24,441860,0.0
25,441861,0.0
26,441862,0.0
27,441863,0.0
28,441864,0.0
29,441865,0.0
30,441866,0.0
31,441867,0.0
32,441868,0.0
33,441869,0.0
34,441870,2.9
35,441871,3.2
36,441872,3.9
37,441873,3.0
38,441874,1.5
39,441875,0.0
40,441876,0.0
41,441877,0.0
42,441878,0.0
43,441879,0.0
44,441880,0.0
45,441881,0.0
46,441882,0.0
47,441883,0.0
48,441884,0.0
49,441885,0.0
50,441886,0.0
51,441887,0.0
52,441888,0.0
53,441889,0.0
54,441890,0.0
55,441891,0.0
56,441892,0.0
57,441893,0.0
58,441894,0.0
59,441895,0.0
60,441896,0.0
61,441897,0.0
62,441898,0.0
63,441899,0.0
64,441900,0.0
65,441901,0.0
66,441902,0.0
67,441903,0.0
68,441904,0.0
69,441905,0.0
70,441906,0.0
71,441907,0.0
72,441908,0.0
73,441909,0.0
74,441910,0.0
75,441911,0.0
76,441912,0.0
77,441913,0.0
78,441914,0.0
79,441915,0.0
80,441916,0.0
81,441917,0.0
82,441918,0.0
83,441919,0.0
84,441920,0.0
85,441921,0.0
86,441922,0.0
87,441923,0.0
88,441924,0.0
89,441925,0.0
90,441926,0.0
91,441927,0.0
92,441928,0.0
93,441929,0.0
94,441930,0.0
95,441931,0.0
96,441932,0.0
97,441933,0.0
98,441934,0.0
99,441935,0.0
100,441936,0.0
101,441937,0.0
102,441938,0.0
103,441939,0.0
104,441940,0.0
105,441941,0.0
106,441942,0.0
107,441943,0.0
108,441944,0.0
109,441945,0.0
110,441946,0.0
111,441947,0.0
112,441948,0.0
113,441949,0.0
114,441950,0.0
115,441951,0.0
116,441952,0.0
117,441953,0.0
118,441954,0.0
119,441955,0.0
120,441956,0.0
121,441957,0.0
122,441958,0.0
123,441959,0.0
124,441960,0.0
125,441961,0.0
126,441962,0.0
127,441963,0.0
128,441964,0.0
129,441965,0.0
130,441966,0.0
131,441967,0.0
132,441968,0.0
133,441969,0.0
134,441970,0.0
135,441971,0.0
136,441972,0.0
137,441973,0.0
138,441974,0.0
139,441975,0.0
140,441976,0.0
141,441977,0.0
142,441978,0.0
143,441979,0.0
144,441980,0.0
145,441981,0.0
146,441982,0.0
147,441983,0.0
148,441984,0.0
149,441985,0.0
150,441986,0.0
151,441987,0.0
152,441988,0.0
153,441989,0.0
154,441990,0.0
155,441991,0.0
156,441992,0.0
157,441993,0.0
158,441994,0.0
159,441995,0.0
160,441996,0.0
161,441997,0.0
162,441998,0.0
163,441999,0.0
164,442000,0.0
165,442001,0.0
166,442002,0.0
167,442003,0.0
168,442004,0.0
169,442005,0.0
170,442006,0.0
171,442007,0.0
172,442008,0.0
173,442009,0.0
174,442010,0.0
175,442011,0.0
176,442012,0.0
177,442013,0.0
178,442014,0.0
179,442015,0.0
180,442016,0.0
181,442017,0.0
182,442018,0.0
183,442019,0.0
184,442158,0.0
185,442159,0.0
186,442160,0.0
187,442161,0.0
188,442162,0.0
189,442163,0.0
190,442164,0.0
191,442165,0.0
192,442166,0.0
193,442167,1.8
194,442168,1.8
195,442169,0.0
196,442170,0.0
197,442171,0.0
198,442172,0.0
199,442173,0.0
200,442174,0.0
201,442175,0.0
202,442176,0.0
203,442177,0.0
204,442178,0.0
205,442179,0.0
206,442180,0.0
207,442181,0.0
208,442182,0.0
209,442183,0.0
210,442184,0.0
211,442185,0.0
212,442186,0.0
213,442187,0.0
214,442188,0.0
215,442189,0.0
216,442190,0.0
217,442191,0.0
218,442192,0.0
219,442193,0.0
220,442194,0.0
221,442195,0.0
222,442196,0.0
223,442197,0.0
224,442198,0.0
225,442199,0.0
226,442200,0.0
227,442201,0.0
228,442202,0.0
229,442203,0.0
230,442204,0.0
231,442205,0.0
232,442206,0.0
233,442207,0.0
234,442208,0.0
235,442209,0.0
236,442210,0.0
237,442211,0.0
238,442212,0.0
239,442213,0.0
240,442214,0.0
241,442215,0.0
242,442216,0.0
243,442217,0.0
244,442218,0.0
245,442219,0.0
246,442220,0.0
247,442221,0.0
248,442222,1.7
249,442223,1.8
250,442224,1.9
251,442225,2.0
252,442226,2.1
253,442227,2.0
254,442228,1.7
255,442229,1.6
256,442230,1.6
257,442231,1.6
258,442232,1.6
259,442233,0.0
260,442234,0.0
261,442235,0.0
262,442236,0.0
263,442237,0.0
264,442238,0.0
265,442239,0.0
266,442240,0.0
267,442241,0.0
268,442242,0.0
269,442243,0.0
270,442244,0.0
271,442245,0.0
272,442246,0.0
273,442247,0.0
274,442248,0.0
275,442249,0.0
276,442250,0.0
277,442251,0.0
278,442252,0.0
279,442253,0.0
280,442254,0.0
281,442255,0.0
282,442256,0.0
283,442257,0.0
284,442258,0.0
285,442259,0.0
286,442260,0.0
287,442261,0.0
288,442262,0.0
289,442263,0.0
290,442264,0.0
291,442265,0.0
292,442266,0.0
293,442267,0.0
294,442268,0.0
295,442269,0.0
296,442270,0.0
297,442271,0.0
298,442272,0.0
299,442273,0.0
300,442274,0.0
301,442275,0.0
302,442276,0.0
303,442277,0.0
304,442278,0.0
