时间,GPS车速
415580,8.9
415581,10.5
415582,11.2
415583,11.9
415584,13.5
415585,15.6
415586,17.7
415587,18.5
415588,22.1
415589,26.6
415590,27.9
415591,28.5
415592,27.3
415593,27.4
415594,29.5
415595,32.0
415596,35.6
415597,38.7
415598,41.1
415599,44.6
415600,45.8
415601,46.4
415602,47.6
415603,46.8
415604,44.1
415605,42.3
415606,41.7
415607,39.0
415608,38.0
415609,34.4
415610,31.5
415611,28.1
415612,26.1
415613,26.5
415614,27.0
415615,30.2
415616,30.6
415617,29.9
415618,28.0
415619,25.6
415620,25.6
415621,25.2
415622,24.2
415623,22.9
415624,22.2
415625,22.3
415626,24.5
415627,24.6
415628,23.0
415629,21.8
415630,20.1
415631,18.7
415632,17.7
415633,18.2
415634,21.7
415635,22.4
415636,22.1
415637,28.5
415638,31.9
415639,36.1
415640,38.6
415641,39.4
415642,39.5
415643,40.3
415644,41.0
415645,41.9
415646,42.4
415647,42.7
415648,42.7
415649,42.9
415650,42.9
415651,43.6
415652,44.2
415653,45.3
415654,45.6
415655,46.3
415656,45.8
415657,45.5
415658,45.1
415659,43.0
415660,37.0
415661,33.5
415662,29.1
415663,24.7
415664,20.3
415665,13.0
415666,10.2
