,时间,GPS车速
0,332962,9.2
1,332963,7.2
2,332964,0.2
3,332965,0.2
4,332966,0.3
5,332967,8.6
6,332968,12.3
7,332969,14.5
8,332970,15.5
9,332971,19.1
10,332972,18.4
11,332973,17.2
12,332974,15.5
13,332975,14.2
14,332976,14.1
15,332977,14.0
16,332978,13.0
17,332979,10.3
18,332980,10.4
19,332981,10.3
20,332982,10.0
21,332983,10.0
22,332984,10.1
23,332985,11.2
24,332986,12.0
25,332987,15.1
26,332988,17.7
27,332989,21.2
28,332990,23.9
29,332991,26.9
30,332992,28.9
31,332993,33.3
32,332994,36.6
33,332995,40.5
34,332996,42.4
35,332997,44.9
36,332998,46.0
37,332999,47.2
38,333000,48.7
39,333001,49.2
40,333002,49.5
41,333003,51.7
42,333004,52.6
43,333005,53.7
44,333006,53.7
45,333140,49.2
46,333141,49.2
47,333142,49.5
48,333143,52.0
49,333144,53.7
50,333145,54.3
51,333146,55.6
52,333147,55.3
53,333148,56.3
54,333149,56.3
55,333150,57.5
56,333151,58.0
57,333152,59.2
58,333153,58.9
59,333154,54.6
60,333155,52.9
61,333156,49.4
62,333157,47.0
63,333158,43.6
64,333159,40.8
65,333160,37.2
66,333161,35.8
67,333162,34.7
68,333163,34.1
69,333164,33.3
70,333165,32.7
71,333166,32.2
72,333167,31.4
73,333168,28.3
74,333169,26.7
75,333170,25.8
76,333171,26.7
77,333172,27.2
78,333173,27.1
79,333174,26.7
80,333175,26.7
81,333176,26.8
82,333177,28.1
83,333178,28.9
84,333179,30.3
85,333180,31.7
86,333181,32.4
87,333182,32.0
88,333183,32.2
89,333184,29.9
90,333185,26.9
91,333186,25.2
92,333187,24.7
93,333188,24.1
94,333189,24.5
95,333190,25.4
96,333191,26.0
97,333192,27.1
98,333193,26.9
99,333194,27.2
100,333195,28.1
101,333196,28.5
102,333197,28.9
103,333198,29.7
104,333199,29.8
105,333200,29.8
106,333201,27.1
107,333202,25.5
108,333203,24.8
109,333204,24.5
110,333205,23.7
111,333206,23.8
112,333207,23.8
113,333208,23.7
114,333209,23.6
115,333210,23.6
116,333211,24.8
117,333212,26.5
118,333213,28.1
119,333214,30.3
120,333215,32.7
121,333216,34.0
122,333217,34.7
123,333218,35.9
124,333219,37.0
125,333220,38.6
126,333221,40.4
127,333222,41.6
128,333223,42.4
129,333224,43.0
130,333225,43.8
131,333226,44.5
132,333781,11.6
133,333782,12.2
134,333783,13.3
135,333784,15.3
136,333785,16.3
137,333786,18.4
138,333787,19.9
139,333788,21.0
140,333789,20.9
141,333790,19.0
142,333791,16.9
143,333792,16.0
144,333793,14.9
145,333794,15.0
146,333795,15.7
147,333796,15.5
148,333797,15.5
149,333798,15.6
150,333799,15.5
151,333800,14.5
152,333801,13.6
153,333802,12.3
154,333803,11.2
155,333804,10.5
156,333805,12.3
157,333806,14.4
158,333807,16.2
159,333808,16.9
160,333809,17.5
161,333810,18.1
162,333811,18.9
163,333812,19.9
164,333813,18.3
165,333814,17.8
166,333815,16.7
167,333816,15.0
168,333817,12.5
169,333818,10.5
170,333819,10.5
171,333820,11.3
172,333821,11.3
173,333822,11.2
174,333823,12.1
175,333824,11.7
176,333825,11.6
177,333826,11.3
178,333827,11.3
179,333828,11.3
180,333829,12.6
181,333830,10.7
