,时间,GPS车速
0,441212,9.4
1,441213,6.6
2,441214,3.8
3,441215,0.2
4,441216,0.0
5,441217,0.0
6,441218,0.0
7,441286,12.9
8,441287,13.3
9,441288,13.2
10,441289,12.2
11,441290,13.1
12,441291,14.8
13,441292,16.2
14,441293,17.8
15,441294,18.9
16,441295,18.8
17,441296,19.8
18,441297,19.9
19,441298,19.5
20,441299,20.3
21,441300,20.4
22,441301,19.7
23,441302,20.3
24,441303,21.0
25,441304,20.9
26,441305,21.0
27,441306,23.1
28,441307,23.1
29,441308,22.3
30,441309,23.0
31,441310,22.0
32,441311,21.9
33,441312,20.4
34,441313,20.9
35,441314,21.5
36,441315,21.1
37,441316,21.6
38,441317,21.7
39,441318,21.7
40,441319,22.3
41,441320,23.7
42,441321,25.2
43,441322,25.8
44,441323,26.8
45,441324,28.0
46,441325,28.6
47,441326,28.6
48,441327,26.3
49,441328,24.9
50,441329,21.5
51,441330,20.4
52,441331,20.4
53,441332,20.4
54,441333,20.7
55,441334,21.4
56,441335,21.5
57,441336,22.1
58,441337,23.6
59,441338,24.8
60,441339,25.3
61,441340,26.3
62,441341,26.4
63,441342,29.0
64,441343,29.5
65,441344,29.4
66,441345,26.9
67,441346,23.1
68,441347,20.8
69,441348,19.7
70,441349,18.6
71,441350,18.5
72,441351,20.0
73,441352,20.6
74,441353,22.1
75,441354,22.5
76,441355,23.8
77,441356,24.0
78,441357,25.0
79,441358,26.6
80,441359,28.4
81,441360,29.0
82,441361,30.4
83,441362,30.2
84,441363,30.2
85,441364,30.2
86,441365,29.7
87,441366,29.7
88,441367,29.6
89,441368,29.7
90,441369,29.7
91,441370,29.2
92,441371,29.9
93,441372,29.9
94,441373,29.9
95,441374,31.0
96,441375,30.5
97,441376,30.4
98,441377,29.7
99,441378,29.7
100,441379,29.7
101,441380,29.6
102,441381,30.0
103,441382,30.4
104,441383,30.4
105,441384,30.0
106,441385,30.4
107,441386,30.3
108,441387,30.3
109,441388,31.7
110,441389,31.8
111,441390,32.3
112,441391,32.2
113,441392,30.2
114,441393,30.2
115,441394,30.1
116,441395,27.9
117,441396,22.1
118,441397,21.0
119,441398,20.0
120,441399,21.9
121,441400,21.5
122,441401,21.6
123,441402,19.0
124,441403,16.6
125,441404,15.2
126,441405,14.2
127,441406,12.0
