,时间,GPS车速
0,478828,6.8
1,478829,5.8
2,478830,4.1
3,478831,2.7
4,478832,2.6
5,478833,0.0
6,478834,0.0
7,478835,5.9
8,478836,5.5
9,478837,3.5
10,478838,0.1
11,478839,0.0
12,478840,0.0
13,478841,0.0
14,478842,0.0
15,478843,0.0
16,478844,0.0
17,478845,0.0
18,478846,0.0
19,478847,0.0
20,478848,0.0
21,478849,0.0
22,478850,0.0
23,478851,0.0
24,478852,0.0
25,478853,0.0
26,478854,0.0
27,478855,2.0
28,478856,2.0
29,478857,2.0
30,478858,0.0
31,478859,0.0
32,478860,0.0
33,478861,0.0
34,478862,0.0
35,478863,0.0
36,478864,0.0
37,478865,0.0
38,478866,0.0
39,478867,0.0
40,478868,0.0
41,478869,0.0
42,478870,0.0
43,478871,0.0
44,478872,0.0
45,478873,0.0
46,478874,0.0
47,478875,0.0
48,478876,0.0
49,478877,0.0
50,478878,0.0
51,478879,0.0
52,478880,0.0
53,478881,0.0
54,478882,0.0
55,478883,0.0
56,478884,0.0
57,478885,0.0
58,478886,0.0
59,478887,0.0
60,478888,0.0
61,478889,0.0
62,478890,0.0
63,478891,0.0
64,478892,0.0
65,478893,0.0
66,478894,0.0
67,478895,0.0
68,478896,1.6
69,478897,1.8
70,478898,1.9
71,478899,2.1
72,478900,2.1
73,478901,2.2
74,478902,2.3
75,478903,2.3
76,478904,0.0
77,478905,0.0
78,478906,0.0
79,478907,0.0
80,478908,0.0
81,478909,0.0
82,478910,0.0
83,478911,0.0
84,478912,0.0
85,478913,0.0
86,478914,0.0
87,478915,0.0
88,478916,5.6
89,478917,10.2
90,478918,14.0
91,478919,17.6
92,478920,19.8
93,478921,21.8
94,478922,21.7
95,478923,21.2
96,478924,20.7
97,478925,21.3
98,478926,22.8
99,478927,19.3
100,478928,12.5
