,时间,GPS车速
0,352686,8.1
1,352687,4.8
2,352688,5.5
3,352689,7.5
4,352690,10.4
5,352691,12.8
6,352692,15.5
7,352693,17.4
8,352694,18.7
9,352695,20.9
10,352696,22.4
11,352697,23.2
12,352698,24.8
13,352699,24.1
14,352700,24.2
15,352701,24.6
16,352702,25.8
17,352703,26.3
18,352704,26.6
19,352705,27.4
20,352706,26.8
21,352707,26.8
22,352708,27.2
23,352709,27.6
24,352710,28.2
25,352711,29.2
26,352712,31.2
27,352713,31.5
28,352714,30.4
29,352715,29.4
30,352716,26.7
31,352717,24.1
32,352718,17.2
33,352719,13.1
34,352720,10.4
