,时间,GPS车速
0,335371,0.0
1,335372,0.0
2,335373,0.0
3,335374,0.0
4,335375,0.0
5,335376,0.0
6,335377,0.0
7,335378,0.0
8,335379,4.5
9,335380,5.9
10,335381,6.3
11,335382,8.0
12,335383,9.0
13,335384,14.0
14,335385,16.7
15,335386,18.2
16,335387,18.7
17,335388,19.0
18,335389,17.6
19,335390,14.9
20,335391,12.5
21,335392,10.6
22,335393,10.7
23,335394,11.2
24,335395,11.3
25,335396,12.9
26,335397,13.8
27,335398,20.5
28,335399,23.1
29,335400,28.2
30,335401,28.7
31,335402,31.5
32,335403,32.4
33,335404,34.9
34,335405,35.9
35,335406,38.5
36,335407,38.9
37,335408,40.3
38,335409,41.0
39,335410,43.5
40,335411,44.1
41,335412,44.1
42,335413,43.8
43,335414,44.4
44,335415,43.7
45,335416,39.5
46,335417,34.4
47,335418,31.4
48,335419,30.7
49,335420,25.9
50,335421,23.3
51,335422,20.5
52,335423,21.3
53,335424,20.2
54,335425,20.2
55,335426,18.4
56,335427,19.4
57,335428,20.8
58,335429,21.6
59,335430,24.2
60,335431,25.7
61,335432,28.0
62,335433,29.0
63,335434,29.8
64,335435,31.1
65,335436,31.7
66,335437,32.5
67,335438,32.6
68,335439,32.6
69,335440,33.5
70,335441,33.8
71,335442,33.9
72,335443,32.8
73,335444,31.0
74,335445,30.9
75,335446,31.2
76,335447,32.1
77,335448,34.7
78,335449,34.7
79,335450,34.3
80,335451,34.5
81,335452,35.0
82,335453,34.2
83,335454,32.5
84,335455,33.1
85,335456,32.0
86,335457,31.2
87,335458,31.6
88,335459,33.0
89,335460,34.0
90,335461,37.6
91,335462,40.2
92,335463,39.2
93,335464,39.1
94,335465,40.1
95,335466,41.6
96,335467,40.9
97,335468,38.3
98,335469,34.5
99,335470,28.7
100,335471,24.1
101,335472,21.7
102,335473,21.0
103,335474,20.9
104,335475,20.8
105,335476,19.9
106,335477,19.8
107,335478,20.5
108,335479,20.5
109,335480,20.9
110,335481,21.4
111,335482,22.1
112,335483,20.9
113,335484,19.9
114,335485,16.6
