,时间,GPS车速
0,344326,6.4
1,344327,4.7
2,344328,3.7
3,344329,3.4
4,344330,2.6
5,344331,1.9
6,344332,0.0
7,344333,0.0
8,344334,0.0
9,344335,0.0
10,344336,0.0
11,344337,0.0
12,344338,0.0
13,344339,0.0
14,344340,0.0
15,344341,0.0
16,344342,0.0
17,344343,0.0
18,344344,0.0
19,344345,0.0
20,344346,0.0
21,344347,2.3
22,344348,2.5
23,344349,2.6
24,344350,3.0
25,344351,0.0
26,344352,0.0
27,344353,0.0
28,344354,0.3
29,344355,0.3
30,344356,0.3
31,344357,0.4
32,344358,0.5
33,344359,7.7
34,344360,10.0
35,344361,11.6
36,344362,11.6
37,344363,12.2
38,344364,13.1
39,344365,14.0
40,344366,15.1
41,344367,15.9
42,344368,16.8
43,344369,17.7
44,344370,16.7
45,344371,15.3
46,344372,13.5
47,344373,11.8
