,时间,GPS车速
0,425517,9.5
1,425518,8.0
2,425519,5.5
3,425520,3.5
4,425521,0.0
5,425522,0.0
6,425523,0.0
7,425524,0.0
8,425525,0.0
9,425526,0.0
10,425527,0.0
11,425528,0.0
12,425529,0.0
13,425530,0.0
14,425531,0.0
15,425724,0.0
16,425725,0.0
17,425726,0.0
18,425727,0.0
19,425728,0.0
20,425729,0.0
21,425730,0.0
22,425731,0.0
23,425732,0.0
24,425733,0.0
25,425734,0.0
26,425735,0.0
27,425736,0.0
28,425737,0.0
29,425738,0.0
30,425739,0.0
31,425740,0.0
32,425741,0.0
33,425742,0.0
34,425743,0.0
35,425744,0.0
36,425745,0.0
37,425746,0.0
38,425747,0.0
39,425748,0.0
40,425749,0.0
41,425750,0.0
42,425751,0.0
43,425752,0.0
44,425753,0.0
45,425754,0.0
46,425755,0.0
47,425756,0.0
48,425757,0.0
49,425758,0.0
50,425759,0.0
51,425760,0.0
52,425761,0.0
53,425762,0.0
54,425763,0.0
55,425764,0.0
56,425765,0.0
57,425766,0.0
58,425767,0.0
59,425768,0.0
60,425769,0.0
61,425770,0.0
62,425771,0.0
63,425772,0.0
64,425773,0.0
65,425774,0.0
66,425775,0.0
67,425776,0.0
68,425777,0.0
69,425778,0.0
70,425779,0.0
71,425780,0.0
72,425781,0.0
73,425782,0.0
74,425783,0.0
75,425784,0.0
76,425785,0.0
77,425786,0.0
78,425787,2.2
79,425788,0.0
80,425789,0.0
81,425790,0.0
82,425791,0.0
83,425792,0.3
84,425793,7.7
85,425794,12.0
86,425795,12.6
87,425796,10.2
