时间,GPS车速
406636,0.0
406637,0.0
406638,0.0
406639,0.0
406640,0.0
406641,0.0
406642,0.0
406643,0.3
406644,0.5
406645,8.6
406646,9.6
406647,11.5
406648,11.1
406649,9.9
406650,10.6
406651,12.3
406652,13.3
406653,14.8
406654,15.3
406655,17.1
406656,17.7
406657,17.7
406658,18.4
406659,18.8
406660,19.8
406661,19.9
406662,19.0
406663,19.0
406664,20.0
406665,20.8
406666,22.3
406667,22.2
406668,23.2
406669,22.7
406670,25.2
406671,25.9
406672,25.8
406673,27.1
406674,28.0
406675,27.0
406676,27.0
406677,25.7
406678,23.0
406679,20.8
406680,18.3
406681,15.4
406682,10.9
406683,6.8
406684,4.0
406685,3.2
406686,4.7
406687,7.7
406688,12.4
406689,16.8
406690,19.2
406691,21.1
406692,21.2
406693,20.8
406694,19.9
406695,19.9
406696,19.0
406697,22.2
406698,25.0
406699,27.3
406700,29.0
406701,31.4
406702,33.7
406703,34.3
406704,35.9
406705,37.0
406706,38.6
406707,39.2
406708,39.5
406709,40.3
406754,0.0
