,时间,GPS车速
0,426447,9.2
1,426448,5.1
2,426449,0.0
3,426450,0.0
4,426451,0.0
5,426452,0.0
6,426453,0.0
7,426454,0.0
8,426455,0.0
9,426456,0.0
10,426457,0.0
11,426458,0.0
12,426459,0.0
13,426460,0.0
14,426461,0.0
15,426462,0.0
16,426463,0.0
17,426464,0.0
18,426465,0.0
19,426466,0.0
20,426467,0.0
21,426468,0.0
22,426469,0.0
23,426470,0.0
24,426471,0.0
25,426472,0.0
26,426473,0.0
27,426474,0.0
28,426475,0.0
29,426476,0.0
30,426477,0.0
31,426478,0.0
32,426479,0.0
33,426480,0.0
34,426481,0.0
35,426482,0.0
36,426483,0.0
37,426484,0.0
38,426485,0.0
39,426486,0.0
40,426487,0.0
41,426488,0.0
42,426489,0.0
43,426490,0.0
44,426491,0.0
45,426492,0.0
46,426493,0.0
47,426494,0.0
48,426495,0.0
49,426496,2.8
50,426497,5.3
51,426498,6.6
52,426499,9.5
53,426500,9.6
54,426501,10.9
55,426502,10.9
56,426503,13.8
57,426504,14.9
58,426505,16.3
59,426506,15.9
60,426507,17.4
61,426508,18.1
62,426509,19.8
63,426510,21.1
64,426511,23.0
65,426512,23.1
66,426513,23.4
67,426514,23.5
68,426515,24.2
69,426516,23.8
70,426517,23.2
71,426518,20.9
72,426519,20.5
73,426520,20.5
74,426521,19.3
75,426522,17.6
76,426523,15.5
77,426524,14.6
78,426525,18.0
79,426526,18.6
80,426527,22.3
81,426528,22.4
82,426529,24.9
83,426530,25.7
84,426531,28.9
85,426532,29.0
86,426533,30.9
87,426534,31.0
88,426535,32.4
89,426536,32.5
90,426537,34.2
91,426538,34.2
92,426539,34.1
93,426540,34.1
94,426541,34.5
95,426542,34.5
96,426543,33.9
97,426544,34.0
98,426545,34.4
99,426546,30.8
100,426547,21.3
101,426548,19.5
102,426549,18.2
103,426550,19.2
104,426551,21.6
105,426552,22.9
106,426553,25.4
107,426554,26.8
108,426555,28.5
109,426556,29.2
110,426557,29.8
111,426558,29.3
112,426559,27.6
113,426560,26.0
114,426561,21.1
115,426562,19.7
116,426563,15.9
117,426564,17.1
118,426565,20.8
119,426566,21.7
120,426567,23.9
121,426568,22.6
122,426569,21.3
123,426570,19.0
124,426571,15.8
125,426572,15.2
126,426573,13.2
127,426574,11.6
128,426575,10.1
