时间,GPS车速
430059,8.9
430060,8.0
430061,8.0
430062,6.0
430063,4.1
430064,4.0
430065,2.9
430066,3.3
430067,0.1
430068,0.2
430069,0.0
430070,0.0
430071,0.0
430072,0.0
430073,0.0
430074,0.0
430075,0.0
430076,0.0
430077,0.0
430078,0.0
430079,0.0
430080,0.0
430081,0.0
430082,0.0
430083,0.0
430084,4.9
430085,7.0
430086,11.2
430087,11.2
430088,14.1
430089,14.7
430090,15.4
430091,16.7
430092,17.0
430093,21.1
430094,24.6
430095,29.4
430096,30.4
430097,36.3
430098,35.8
430099,34.8
430100,34.3
430101,34.3
430102,34.3
430103,31.4
430104,30.2
430105,27.8
430106,26.6
430107,23.8
430108,21.8
430109,17.2
430110,15.9
430111,13.6
430112,10.6
