时间,GPS车速
421950,0.0
421951,0.0
421952,0.0
421953,0.0
421954,0.0
421955,0.0
421956,0.0
421957,0.0
421958,0.0
421959,0.0
421960,0.0
421961,0.0
421962,0.0
421963,0.0
421964,0.0
421965,0.0
421966,0.0
421967,0.0
421968,0.0
421969,0.0
421970,0.0
421971,0.0
421972,0.0
421973,0.0
421974,0.0
421975,0.0
421976,0.0
421977,0.0
421978,0.0
421979,0.0
421980,0.0
421981,0.0
421982,0.0
421983,0.0
421984,0.0
421985,0.0
421986,0.0
421987,0.0
421988,0.0
421989,0.0
421990,0.0
421991,0.0
421992,0.0
421993,0.0
421994,0.0
421995,0.0
421996,0.0
421997,0.0
421998,0.0
421999,0.0
422000,0.0
422001,0.0
422002,0.0
422003,0.0
422004,0.0
422005,0.0
422006,12.4
422007,13.4
422008,14.2
422009,13.5
422010,10.0
422011,0.0
