时间,GPS车速
414541,0.0
414542,0.0
414543,0.3
414544,0.5
414545,9.1
414546,13.3
414547,16.1
414548,17.3
414549,20.0
414550,22.2
414551,22.3
414552,22.8
414553,23.2
414554,24.0
414555,26.2
414556,27.0
414557,30.0
414558,32.0
414559,31.6
414560,31.6
414561,30.7
414562,29.5
414563,27.9
414564,25.2
414565,21.4
414566,18.9
414567,17.2
414568,15.4
414569,11.7
414570,9.9
414571,7.6
414572,4.8
414573,2.9
414574,4.2
414575,6.1
414576,8.1
414577,10.4
414578,11.9
414579,18.2
414580,22.3
414581,24.7
414582,27.9
414583,31.2
414584,31.1
414585,29.1
414586,27.2
414587,25.9
414588,24.8
414589,24.7
414590,25.1
414591,26.5
414592,27.7
414593,28.8
414594,28.9
414595,27.2
414596,24.7
414597,20.9
414598,17.4
414599,10.2
414600,0.0
